# TSIS-1 Hybrid Solar Reference Spectrum (HSRS) version 2, resampled to 1 nm box means.
# Source: Coddington et al. (2023), Earth and Space Science, doi:10.1029/2022EA002637
# Archive: LASP LISIRD, https://lasp.colorado.edu/lisird/latis/dap/tsis1_hsrs.csv (native 0.001-0.01 nm sampling)
# Method: unweighted mean of every native sample falling in [n, n+1) nm; bin labelled by its lower edge.
# Irradiance is solar spectral irradiance at 1 AU, W m^-2 nm^-1, solar-minimum conditions between cycles 24 and 25.
# Archive uncertainty is 0.3% over 460-2365 nm and 1.3% outside it.
# Generated by scripts/build_table.py; do not hand-edit.
wavelength_nm,irradiance_w_m2_nm,uncertainty_w_m2_nm,n_samples
832,1.035983e+00,3.108e-03,1000
833,1.026218e+00,3.079e-03,1000
834,1.019642e+00,3.059e-03,1000
835,1.048037e+00,3.144e-03,1000
836,1.031946e+00,3.096e-03,1000
837,1.043390e+00,3.130e-03,1000
838,1.032160e+00,3.096e-03,1000
839,1.022931e+00,3.069e-03,1000
840,1.035511e+00,3.107e-03,1000
841,1.030389e+00,3.091e-03,1000
842,1.018940e+00,3.057e-03,1000
843,1.018751e+00,3.056e-03,1000
844,1.004819e+00,3.014e-03,1000
845,1.027300e+00,3.082e-03,1000
846,1.024431e+00,3.073e-03,1000
847,1.005210e+00,3.016e-03,1000
848,1.017371e+00,3.052e-03,1000
849,9.781344e-01,2.934e-03,1000
850,9.256977e-01,2.777e-03,1000
851,9.871997e-01,2.962e-03,1000
852,9.895020e-01,2.969e-03,1000
853,9.597521e-01,2.879e-03,1000
854,7.103065e-01,2.131e-03,1000
855,9.531060e-01,2.859e-03,1000
856,9.920569e-01,2.976e-03,1000
857,9.933641e-01,2.980e-03,1000
858,9.878589e-01,2.964e-03,1000
859,9.837641e-01,2.951e-03,1000
860,9.856869e-01,2.957e-03,1000
861,9.723370e-01,2.917e-03,1000
862,9.829507e-01,2.949e-03,1000
863,9.839530e-01,2.952e-03,1000
864,9.825520e-01,2.948e-03,1000
865,9.458041e-01,2.837e-03,1000
866,7.656817e-01,2.297e-03,1000
867,9.421680e-01,2.827e-03,1000
868,9.589336e-01,2.877e-03,1000
869,9.433431e-01,2.830e-03,1000
870,9.603910e-01,2.881e-03,1000
871,9.491935e-01,2.848e-03,1000
872,9.598809e-01,2.880e-03,1000
873,9.319223e-01,2.796e-03,1000
874,9.458706e-01,2.838e-03,1000
875,9.269495e-01,2.781e-03,1000
876,9.458613e-01,2.838e-03,1000
877,9.397574e-01,2.819e-03,1000
878,9.521760e-01,2.857e-03,1000
879,9.275822e-01,2.783e-03,1000
880,9.016694e-01,2.705e-03,1000
881,9.405077e-01,2.822e-03,1000
882,9.321525e-01,2.796e-03,1000
883,9.434603e-01,2.830e-03,1000
884,9.271553e-01,2.781e-03,1000
885,9.370321e-01,2.811e-03,1000
886,8.960566e-01,2.688e-03,1000
887,9.215560e-01,2.765e-03,1000
888,9.286084e-01,2.786e-03,1000
889,9.262180e-01,2.779e-03,1000
890,9.258772e-01,2.778e-03,1000
891,9.190148e-01,2.757e-03,1000
892,9.026943e-01,2.708e-03,1000
893,9.214932e-01,2.764e-03,1000
894,9.072353e-01,2.722e-03,1000
895,9.184574e-01,2.755e-03,1000
896,9.162123e-01,2.749e-03,1000
897,9.061617e-01,2.718e-03,1000
898,9.095213e-01,2.729e-03,1000
899,9.085640e-01,2.726e-03,1000
900,8.876099e-01,2.663e-03,1000
901,8.426125e-01,2.528e-03,1000
902,8.731618e-01,2.619e-03,1000
903,8.969753e-01,2.691e-03,1000
904,9.023967e-01,2.707e-03,1000
905,8.965331e-01,2.690e-03,1000
906,8.744567e-01,2.623e-03,1000
907,8.955775e-01,2.687e-03,1000
908,8.759782e-01,2.628e-03,1000
909,8.493504e-01,2.548e-03,1000
910,8.815333e-01,2.645e-03,1000
911,8.718433e-01,2.616e-03,1000
912,8.812529e-01,2.644e-03,1000
913,8.835353e-01,2.651e-03,1000
914,8.747385e-01,2.624e-03,1000
915,8.702835e-01,2.611e-03,1000
916,8.732149e-01,2.620e-03,1000
917,8.646477e-01,2.594e-03,1000
918,8.693611e-01,2.608e-03,1000
919,8.658897e-01,2.598e-03,1000
920,8.587376e-01,2.576e-03,1000
921,8.314484e-01,2.494e-03,1000
922,8.331154e-01,2.499e-03,1000
923,8.164570e-01,2.449e-03,1000
924,8.344146e-01,2.503e-03,1000
925,8.282935e-01,2.485e-03,1000
926,8.343920e-01,2.503e-03,1000
927,8.535884e-01,2.561e-03,1000
928,8.459241e-01,2.538e-03,1000
929,8.414776e-01,2.524e-03,1000
930,8.482039e-01,2.545e-03,1000
931,8.424789e-01,2.527e-03,1000
932,8.397704e-01,2.519e-03,1000
933,8.411631e-01,2.523e-03,1000
934,8.420570e-01,2.526e-03,1000
935,8.332264e-01,2.500e-03,1000
936,8.324198e-01,2.497e-03,1000
937,8.299479e-01,2.490e-03,1000
938,8.328782e-01,2.499e-03,1000
939,8.242357e-01,2.473e-03,1000
940,8.073278e-01,2.422e-03,1000
941,7.835383e-01,2.351e-03,1000
942,8.240276e-01,2.472e-03,1000
943,8.038242e-01,2.411e-03,1000
944,7.981992e-01,2.395e-03,1000
945,8.120307e-01,2.436e-03,1000
946,8.158858e-01,2.448e-03,1000
947,8.178060e-01,2.453e-03,1000
948,8.168389e-01,2.451e-03,1000
949,8.144988e-01,2.443e-03,1000
950,8.108413e-01,2.433e-03,1000
951,8.069285e-01,2.421e-03,1000
952,8.016556e-01,2.405e-03,1000
953,7.943773e-01,2.383e-03,1000
954,7.579490e-01,2.274e-03,1000
955,7.754006e-01,2.326e-03,1000
956,7.968666e-01,2.391e-03,1000
957,7.858664e-01,2.358e-03,1000
958,7.986907e-01,2.396e-03,1000
959,7.955897e-01,2.387e-03,1000
960,7.863481e-01,2.359e-03,1000
961,7.958033e-01,2.387e-03,1000
962,7.732440e-01,2.320e-03,1000
963,7.881954e-01,2.365e-03,1000
964,7.828010e-01,2.348e-03,1000
965,7.770530e-01,2.331e-03,1000
966,7.721982e-01,2.317e-03,1000
967,7.760862e-01,2.328e-03,1000
968,7.841432e-01,2.352e-03,1000
969,7.744741e-01,2.323e-03,1000
970,7.687672e-01,2.306e-03,1000
971,7.799454e-01,2.340e-03,1000
972,7.762313e-01,2.329e-03,1000
973,7.694210e-01,2.308e-03,1000
974,7.587447e-01,2.276e-03,1000
975,7.677261e-01,2.303e-03,1000
976,7.612687e-01,2.284e-03,1000
977,7.671794e-01,2.302e-03,1000
978,7.596000e-01,2.279e-03,1000
979,7.614264e-01,2.284e-03,1000
980,7.580013e-01,2.274e-03,1000
981,7.620340e-01,2.286e-03,1000
982,7.609789e-01,2.283e-03,1000
983,7.579257e-01,2.274e-03,1000
984,7.588816e-01,2.277e-03,1000
985,7.540648e-01,2.262e-03,1000
986,7.506586e-01,2.252e-03,1000
987,7.484257e-01,2.245e-03,1000
988,7.492766e-01,2.248e-03,1000
989,7.386661e-01,2.216e-03,1000
990,7.465731e-01,2.240e-03,1000
991,7.450424e-01,2.235e-03,1000
992,7.457204e-01,2.237e-03,1000
993,7.397894e-01,2.219e-03,1000
994,7.396406e-01,2.219e-03,1000
995,7.375849e-01,2.213e-03,1000
996,7.388249e-01,2.216e-03,1000
997,7.375779e-01,2.213e-03,1000
998,7.320655e-01,2.196e-03,1000
999,7.302936e-01,2.191e-03,1000
1000,7.304727e-01,2.191e-03,1000
1001,7.297754e-01,2.189e-03,1000
1002,7.253434e-01,2.176e-03,1000
1003,7.140140e-01,2.142e-03,1000
1004,6.976946e-01,2.093e-03,1000
1005,6.592637e-01,1.978e-03,1000
1006,7.015316e-01,2.105e-03,1000
1007,7.152391e-01,2.146e-03,1000
1008,7.165846e-01,2.150e-03,1000
1009,7.173903e-01,2.152e-03,1000
1010,7.175986e-01,2.153e-03,1000
1011,7.147412e-01,2.144e-03,1000
1012,7.090524e-01,2.127e-03,1000
1013,7.136415e-01,2.141e-03,1000
1014,7.022508e-01,2.107e-03,1000
1015,7.070970e-01,2.121e-03,1000
1016,7.105944e-01,2.132e-03,1000
1017,7.062579e-01,2.119e-03,1000
1018,7.077915e-01,2.123e-03,1000
1019,6.999158e-01,2.100e-03,1000
1020,7.040858e-01,2.112e-03,1000
1021,6.925298e-01,2.078e-03,1000
1022,6.977240e-01,2.093e-03,1000
1023,6.961323e-01,2.088e-03,1000
1024,6.971795e-01,2.092e-03,1000
1025,6.950431e-01,2.085e-03,1000
1026,6.936035e-01,2.081e-03,1000
1027,6.927065e-01,2.078e-03,1000
1028,6.920141e-01,2.076e-03,1000
1029,6.845350e-01,2.054e-03,1000
1030,6.857286e-01,2.057e-03,1000
1031,6.860920e-01,2.058e-03,1000
1032,6.855998e-01,2.057e-03,1000
1033,6.705059e-01,2.012e-03,1000
1034,6.692069e-01,2.008e-03,1000
1035,6.775384e-01,2.033e-03,1000
1036,6.784933e-01,2.035e-03,1000
1037,6.665890e-01,2.000e-03,1000
1038,6.723752e-01,2.017e-03,1000
1039,6.689434e-01,2.007e-03,1000
1040,6.714390e-01,2.014e-03,1000
1041,6.713690e-01,2.014e-03,1000
1042,6.679986e-01,2.004e-03,1000
1043,6.673534e-01,2.002e-03,1000
1044,6.678264e-01,2.003e-03,1000
1045,6.498926e-01,1.950e-03,1000
1046,6.579116e-01,1.974e-03,1000
1047,6.577036e-01,1.973e-03,1000
1048,6.613418e-01,1.984e-03,1000
1049,6.604892e-01,1.981e-03,1000
1050,6.587573e-01,1.976e-03,1000
1051,6.560323e-01,1.968e-03,1000
1052,6.564688e-01,1.969e-03,1000
1053,6.464117e-01,1.939e-03,1000
1054,6.518286e-01,1.955e-03,1000
1055,6.519403e-01,1.956e-03,1000
1056,6.510502e-01,1.953e-03,1000
1057,6.500570e-01,1.950e-03,1000
1058,6.172218e-01,1.852e-03,1000
1059,6.473890e-01,1.942e-03,1000
1060,6.274188e-01,1.882e-03,1000
1061,6.414855e-01,1.924e-03,1000
1062,6.430245e-01,1.929e-03,1000
1063,6.321966e-01,1.897e-03,1000
1064,6.404628e-01,1.921e-03,1000
1065,6.382050e-01,1.915e-03,1000
1066,6.173964e-01,1.852e-03,1000
1067,6.341798e-01,1.903e-03,1000
1068,6.103097e-01,1.831e-03,1000
1069,5.883808e-01,1.765e-03,1000
1070,6.312428e-01,1.894e-03,1000
1071,6.230798e-01,1.869e-03,1000
1072,6.256205e-01,1.877e-03,1000
1073,6.045474e-01,1.814e-03,1000
1074,6.238853e-01,1.872e-03,1000
1075,5.986378e-01,1.796e-03,1000
1076,6.249885e-01,1.875e-03,1000
1077,6.219076e-01,1.866e-03,1000
1078,5.962717e-01,1.789e-03,1000
1079,6.142284e-01,1.843e-03,1000
1080,6.190064e-01,1.857e-03,1000
1081,5.892673e-01,1.768e-03,1000
1082,5.995524e-01,1.799e-03,1000
1083,5.874837e-01,1.762e-03,1000
1084,5.990463e-01,1.797e-03,1000
1085,6.105298e-01,1.832e-03,1000
1086,6.052231e-01,1.816e-03,1000
1087,5.662813e-01,1.699e-03,1000
1088,5.882667e-01,1.765e-03,1000
1089,6.007430e-01,1.802e-03,1000
1090,6.045985e-01,1.814e-03,1000
1091,5.924445e-01,1.777e-03,1000
1092,5.971967e-01,1.792e-03,1000
1093,5.724668e-01,1.717e-03,1000
1094,5.474838e-01,1.642e-03,1000
1095,5.817187e-01,1.745e-03,1000
1096,5.669952e-01,1.701e-03,1000
1097,5.899335e-01,1.770e-03,1000
1098,5.636417e-01,1.691e-03,1000
1099,5.888061e-01,1.766e-03,1000
1100,5.866911e-01,1.760e-03,1000
1101,5.811012e-01,1.743e-03,1000
1102,5.697621e-01,1.709e-03,1000
1103,5.827651e-01,1.748e-03,1000
1104,5.811273e-01,1.743e-03,1000
1105,5.812542e-01,1.744e-03,1000
1106,5.828009e-01,1.748e-03,1000
1107,5.802317e-01,1.741e-03,1000
1108,5.792426e-01,1.738e-03,1000
1109,5.777660e-01,1.733e-03,1000
1110,5.774725e-01,1.732e-03,1000
1111,5.762848e-01,1.729e-03,1000
1112,5.684800e-01,1.705e-03,1000
1113,5.686756e-01,1.706e-03,1000
1114,5.706220e-01,1.712e-03,1000
1115,5.704274e-01,1.711e-03,1000
1116,5.710842e-01,1.713e-03,1000
1117,5.706269e-01,1.712e-03,1000
1118,5.679922e-01,1.704e-03,1000
1119,5.528201e-01,1.658e-03,1000
1120,5.614108e-01,1.684e-03,1000
1121,5.648574e-01,1.695e-03,1000
1122,5.671818e-01,1.702e-03,1000
1123,5.616602e-01,1.685e-03,1000
1124,5.602285e-01,1.681e-03,1000
1125,5.419480e-01,1.626e-03,1000
1126,5.613528e-01,1.684e-03,1000
1127,5.611918e-01,1.684e-03,1000
1128,5.558615e-01,1.668e-03,1000
1129,5.473245e-01,1.642e-03,1000
1130,5.519288e-01,1.656e-03,1000
1131,5.497434e-01,1.649e-03,1000
1132,5.546740e-01,1.664e-03,1000
1133,5.469805e-01,1.641e-03,1000
1134,5.522303e-01,1.657e-03,1000
1135,5.427419e-01,1.628e-03,1000
1136,5.526132e-01,1.658e-03,1000
1137,5.450841e-01,1.635e-03,1000
1138,5.370601e-01,1.611e-03,1000
1139,5.384696e-01,1.615e-03,1000
1140,5.250611e-01,1.575e-03,1000
1141,5.356418e-01,1.607e-03,1000
1142,5.374223e-01,1.612e-03,1000
1143,5.433496e-01,1.630e-03,1000
1144,5.362144e-01,1.609e-03,1000
1145,5.380531e-01,1.614e-03,1000
1146,5.371631e-01,1.611e-03,1000
1147,5.389117e-01,1.617e-03,1000
1148,5.305916e-01,1.592e-03,1000
1149,5.356151e-01,1.607e-03,1000
1150,5.299755e-01,1.590e-03,1000
1151,5.355436e-01,1.607e-03,1000
1152,5.317824e-01,1.595e-03,1000
1153,5.331657e-01,1.599e-03,1000
1154,5.315861e-01,1.595e-03,1000
1155,5.310559e-01,1.593e-03,1000
1156,5.305979e-01,1.592e-03,1000
1157,5.273679e-01,1.582e-03,1000
1158,5.276531e-01,1.583e-03,1000
1159,5.052508e-01,1.516e-03,1000
1160,5.238079e-01,1.571e-03,1000
1161,5.009191e-01,1.503e-03,1000
1162,5.207817e-01,1.562e-03,1000
1163,5.178570e-01,1.554e-03,1000
1164,5.091628e-01,1.527e-03,1000
1165,5.147932e-01,1.544e-03,1000
1166,5.117002e-01,1.535e-03,1000
1167,5.112582e-01,1.534e-03,1000
1168,5.176764e-01,1.553e-03,1000
1169,5.047865e-01,1.514e-03,1000
1170,5.122621e-01,1.537e-03,1000
1171,5.154613e-01,1.546e-03,1000
1172,5.144785e-01,1.543e-03,1000
1173,5.148739e-01,1.545e-03,1000
1174,5.124864e-01,1.537e-03,1000
1175,4.837934e-01,1.451e-03,1000
1176,5.115920e-01,1.535e-03,1000
1177,5.009557e-01,1.503e-03,1000
1178,4.979970e-01,1.494e-03,1000
1179,5.070773e-01,1.521e-03,1000
1180,5.055751e-01,1.517e-03,1000
1181,5.055599e-01,1.517e-03,1000
1182,4.982409e-01,1.495e-03,1000
1183,4.603344e-01,1.381e-03,1000
1184,4.898021e-01,1.469e-03,1000
1185,5.006804e-01,1.502e-03,1000
1186,4.973071e-01,1.492e-03,1000
1187,4.998867e-01,1.500e-03,1000
1188,4.788611e-01,1.437e-03,1000
1189,4.857246e-01,1.457e-03,1000
1190,4.969372e-01,1.491e-03,1000
1191,4.976201e-01,1.493e-03,1000
1192,4.944251e-01,1.483e-03,1000
1193,4.959957e-01,1.488e-03,1000
1194,4.938258e-01,1.481e-03,1000
1195,4.856289e-01,1.457e-03,1000
1196,4.931376e-01,1.479e-03,1000
1197,4.772717e-01,1.432e-03,1000
1198,4.591822e-01,1.378e-03,1000
1199,4.673178e-01,1.402e-03,1000
1200,4.863718e-01,1.459e-03,1000
1201,4.880319e-01,1.464e-03,1000
1202,4.870975e-01,1.461e-03,1000
1203,4.490800e-01,1.347e-03,1000
1204,4.809294e-01,1.443e-03,1000
1205,4.829324e-01,1.449e-03,1000
1206,4.836358e-01,1.451e-03,1000
1207,4.831228e-01,1.449e-03,1000
1208,4.517265e-01,1.355e-03,1000
1209,4.795904e-01,1.439e-03,1000
1210,4.612697e-01,1.384e-03,1000
1211,4.729669e-01,1.419e-03,1000
1212,4.764949e-01,1.429e-03,1000
1213,4.727562e-01,1.418e-03,1000
1214,4.767925e-01,1.430e-03,1000
1215,4.755199e-01,1.427e-03,1000
1216,4.752541e-01,1.426e-03,1000
1217,4.708769e-01,1.413e-03,1000
1218,4.700218e-01,1.410e-03,1000
1219,4.668907e-01,1.401e-03,1000
1220,4.705527e-01,1.412e-03,1000
1221,4.688895e-01,1.407e-03,1000
1222,4.688077e-01,1.406e-03,1000
1223,4.642916e-01,1.393e-03,1000
1224,4.674675e-01,1.402e-03,1000
1225,4.665147e-01,1.400e-03,1000
1226,4.636593e-01,1.391e-03,1000
1227,4.505193e-01,1.352e-03,1000
1228,4.625509e-01,1.388e-03,1000
1229,4.594094e-01,1.378e-03,1000
1230,4.615510e-01,1.385e-03,1000
1231,4.598907e-01,1.380e-03,1000
1232,4.600813e-01,1.380e-03,1000
1233,4.583575e-01,1.375e-03,1000
1234,4.567370e-01,1.370e-03,1000
1235,4.572569e-01,1.372e-03,1000
1236,4.567758e-01,1.370e-03,1000
1237,4.572117e-01,1.372e-03,1000
1238,4.562963e-01,1.369e-03,1000
1239,4.458687e-01,1.338e-03,1000
1240,4.535237e-01,1.361e-03,1000
1241,4.516148e-01,1.355e-03,1000
1242,4.458987e-01,1.338e-03,1000
1243,4.419056e-01,1.326e-03,1000
1244,4.486908e-01,1.346e-03,1000
1245,4.497766e-01,1.349e-03,1000
1246,4.459620e-01,1.338e-03,1000
1247,4.483320e-01,1.345e-03,1000
1248,4.458953e-01,1.338e-03,1000
1249,4.464626e-01,1.339e-03,1000
1250,4.457176e-01,1.337e-03,1000
1251,4.449568e-01,1.335e-03,1000
1252,4.395638e-01,1.319e-03,1000
1253,4.433562e-01,1.330e-03,1000
1254,4.431802e-01,1.330e-03,1000
1255,4.402323e-01,1.321e-03,1000
1256,4.362738e-01,1.309e-03,1000
1257,4.377556e-01,1.313e-03,1000
1258,4.330869e-01,1.299e-03,1000
1259,4.377162e-01,1.313e-03,1000
1260,4.357222e-01,1.307e-03,1000
1261,4.282836e-01,1.285e-03,1000
1262,4.365353e-01,1.310e-03,1000
1263,4.306043e-01,1.292e-03,1000
1264,4.304604e-01,1.291e-03,1000
1265,4.299229e-01,1.290e-03,1000
1266,4.324760e-01,1.297e-03,1000
1267,4.317640e-01,1.295e-03,1000
1268,4.225584e-01,1.268e-03,1000
1269,4.316031e-01,1.295e-03,1000
1270,4.306659e-01,1.292e-03,1000
1271,4.301238e-01,1.290e-03,1000
1272,4.292029e-01,1.288e-03,1000
1273,4.279079e-01,1.284e-03,1000
1274,4.244090e-01,1.273e-03,1000
1275,4.255974e-01,1.277e-03,1000
1276,4.244207e-01,1.273e-03,1000
1277,4.229146e-01,1.269e-03,1000
1278,4.207998e-01,1.262e-03,1000
1279,4.168949e-01,1.251e-03,1000
1280,4.115298e-01,1.235e-03,1000
1281,3.883201e-01,1.165e-03,1000
1282,3.598352e-01,1.080e-03,1000
1283,4.054769e-01,1.216e-03,1000
1284,4.112490e-01,1.234e-03,1000
1285,4.140880e-01,1.242e-03,1000
1286,4.159488e-01,1.248e-03,1000
1287,4.153957e-01,1.246e-03,1000
1288,4.124973e-01,1.237e-03,1000
1289,4.147080e-01,1.244e-03,1000
1290,4.057853e-01,1.217e-03,1000
1291,4.124481e-01,1.237e-03,1000
1292,4.139563e-01,1.242e-03,1000
1293,4.111510e-01,1.233e-03,1000
1294,4.122710e-01,1.237e-03,1000
1295,4.121267e-01,1.236e-03,1000
1296,4.117055e-01,1.235e-03,1000
1297,4.054164e-01,1.216e-03,1000
1298,4.103077e-01,1.231e-03,1000
1299,4.096410e-01,1.229e-03,1000
1300,4.086556e-01,1.226e-03,1000
1301,4.063711e-01,1.219e-03,1000
1302,4.078015e-01,1.223e-03,1000
1303,3.986447e-01,1.196e-03,1000
1304,4.055301e-01,1.217e-03,1000
1305,4.034398e-01,1.210e-03,1000
1306,4.036422e-01,1.211e-03,1000
1307,4.037408e-01,1.211e-03,1000
1308,4.020978e-01,1.206e-03,1000
1309,4.023411e-01,1.207e-03,1000
1310,3.943634e-01,1.183e-03,1000
1311,4.010629e-01,1.203e-03,1000
1312,3.818027e-01,1.145e-03,1000
1313,3.970510e-01,1.191e-03,1000
1314,3.989263e-01,1.197e-03,1000
1315,3.782886e-01,1.135e-03,1000
1316,3.966553e-01,1.190e-03,1000
1317,3.951085e-01,1.185e-03,1000
1318,3.853943e-01,1.156e-03,1000
1319,3.956300e-01,1.187e-03,1000
1320,3.932084e-01,1.180e-03,1000
1321,3.928418e-01,1.179e-03,1000
1322,3.930719e-01,1.179e-03,1000
1323,3.925333e-01,1.178e-03,1000
1324,3.920803e-01,1.176e-03,1000
1325,3.903728e-01,1.171e-03,1000
1326,3.886482e-01,1.166e-03,1000
1327,3.898300e-01,1.169e-03,1000
1328,3.856552e-01,1.157e-03,1000
1329,3.721217e-01,1.116e-03,1000
1330,3.876268e-01,1.163e-03,1000
1331,3.824154e-01,1.147e-03,1000
1332,3.721388e-01,1.116e-03,1000
1333,3.857635e-01,1.157e-03,1000
1334,3.851817e-01,1.156e-03,1000
1335,3.801099e-01,1.140e-03,1000
1336,3.838020e-01,1.151e-03,1000
1337,3.830278e-01,1.149e-03,1000
1338,3.813998e-01,1.144e-03,1000
1339,3.740984e-01,1.122e-03,1000
1340,3.810509e-01,1.143e-03,1000
1341,3.782470e-01,1.135e-03,1000
1342,3.796827e-01,1.139e-03,1000
1343,3.740034e-01,1.122e-03,1000
1344,3.783156e-01,1.135e-03,1000
1345,3.773400e-01,1.132e-03,1000
1346,3.765303e-01,1.130e-03,1000
1347,3.762800e-01,1.129e-03,1000
1348,3.756020e-01,1.127e-03,1000
1349,3.723248e-01,1.117e-03,1000
1350,3.650645e-01,1.095e-03,1000
1351,3.735865e-01,1.121e-03,1000
1352,3.725185e-01,1.118e-03,1000
1353,3.722545e-01,1.117e-03,1000
1354,3.715926e-01,1.115e-03,1000
1355,3.701548e-01,1.110e-03,1000
1356,3.633823e-01,1.090e-03,1000
1357,3.695716e-01,1.109e-03,1000
1358,3.689572e-01,1.107e-03,1000
1359,3.683040e-01,1.105e-03,1000
1360,3.665019e-01,1.100e-03,1000
1361,3.670006e-01,1.101e-03,1000
1362,3.663238e-01,1.099e-03,1000
1363,3.585160e-01,1.076e-03,1000
1364,3.650710e-01,1.095e-03,1000
1365,3.644298e-01,1.093e-03,1000
1366,3.632727e-01,1.090e-03,1000
1367,3.594602e-01,1.078e-03,1000
1368,3.625283e-01,1.088e-03,1000
1369,3.579011e-01,1.074e-03,1000
1370,3.606902e-01,1.082e-03,1000
1371,3.553219e-01,1.066e-03,1000
1372,3.580186e-01,1.074e-03,1000
1373,3.594078e-01,1.078e-03,1000
1374,3.570924e-01,1.071e-03,1000
1375,3.578374e-01,1.074e-03,1000
1376,3.575714e-01,1.073e-03,1000
1377,3.556716e-01,1.067e-03,1000
1378,3.552921e-01,1.066e-03,1000
1379,3.546141e-01,1.064e-03,1000
1380,3.551515e-01,1.065e-03,1000
1381,3.545497e-01,1.064e-03,1000
1382,3.539539e-01,1.062e-03,1000
1383,3.533621e-01,1.060e-03,1000
1384,3.522542e-01,1.057e-03,1000
1385,3.521784e-01,1.057e-03,1000
1386,3.472938e-01,1.042e-03,1000
1387,3.492061e-01,1.048e-03,1000
1388,3.485856e-01,1.046e-03,1000
1389,3.498304e-01,1.049e-03,1000
1390,3.446014e-01,1.034e-03,1000
1391,3.483023e-01,1.045e-03,1000
1392,3.481136e-01,1.044e-03,1000
1393,3.475399e-01,1.043e-03,1000
1394,3.455382e-01,1.037e-03,1000
1395,3.463982e-01,1.039e-03,1000
1396,3.439747e-01,1.032e-03,1000
1397,3.431959e-01,1.030e-03,1000
1398,3.436180e-01,1.031e-03,1000
1399,3.417141e-01,1.025e-03,1000
1400,3.435775e-01,1.031e-03,1000
1401,3.377334e-01,1.013e-03,1000
1402,3.416296e-01,1.025e-03,1000
1403,3.404915e-01,1.021e-03,1000
1404,3.398855e-01,1.020e-03,1000
1405,3.407919e-01,1.022e-03,1000
1406,3.372897e-01,1.012e-03,1000
1407,3.358213e-01,1.007e-03,1000
1408,3.367452e-01,1.010e-03,1000
1409,3.386109e-01,1.016e-03,1000
1410,3.359314e-01,1.008e-03,1000
1411,3.344022e-01,1.003e-03,1000
1412,3.319054e-01,9.957e-04,1000
1413,3.316081e-01,9.948e-04,1000
1414,3.356923e-01,1.007e-03,1000
1415,3.353432e-01,1.006e-03,1000
1416,3.341721e-01,1.003e-03,1000
1417,3.312708e-01,9.938e-04,1000
1418,3.321501e-01,9.965e-04,1000
1419,3.330207e-01,9.991e-04,1000
1420,3.299945e-01,9.900e-04,1000
1421,3.309339e-01,9.928e-04,1000
1422,3.219696e-01,9.659e-04,1000
1423,3.298248e-01,9.895e-04,1000
1424,3.251186e-01,9.754e-04,1000
1425,3.259253e-01,9.778e-04,1000
1426,3.276536e-01,9.830e-04,1000
1427,3.278755e-01,9.836e-04,1000
1428,3.196597e-01,9.590e-04,1000
1429,3.201573e-01,9.605e-04,1000
1430,3.257316e-01,9.772e-04,1000
1431,3.238243e-01,9.715e-04,1000
1432,3.247353e-01,9.742e-04,1000
1433,3.219313e-01,9.658e-04,1000
1434,3.253820e-01,9.761e-04,1000
1435,3.217924e-01,9.654e-04,1000
1436,3.209234e-01,9.628e-04,1000
1437,3.230937e-01,9.693e-04,1000
1438,3.230914e-01,9.693e-04,1000
1439,3.196516e-01,9.590e-04,1000
1440,2.986352e-01,8.959e-04,1000
1441,3.202386e-01,9.607e-04,1000
1442,3.135855e-01,9.408e-04,1000
1443,3.147249e-01,9.442e-04,1000
1444,3.083911e-01,9.252e-04,1000
1445,3.197624e-01,9.593e-04,1000
1446,3.133151e-01,9.399e-04,1000
1447,3.177092e-01,9.531e-04,1000
1448,3.141768e-01,9.425e-04,1000
1449,3.160080e-01,9.480e-04,1000
1450,3.136734e-01,9.410e-04,1000
1451,3.043980e-01,9.132e-04,1000
1452,3.123036e-01,9.369e-04,1000
1453,3.149341e-01,9.448e-04,1000
1454,3.001990e-01,9.006e-04,1000
1455,3.037462e-01,9.112e-04,1000
1456,3.095293e-01,9.286e-04,1000
1457,3.105836e-01,9.318e-04,1000
1458,3.115996e-01,9.348e-04,1000
1459,3.081121e-01,9.243e-04,1000
1460,3.105063e-01,9.315e-04,1000
1461,3.076645e-01,9.230e-04,1000
1462,3.088252e-01,9.265e-04,1000
1463,3.093377e-01,9.280e-04,1000
1464,3.066523e-01,9.200e-04,1000
1465,2.981402e-01,8.944e-04,1000
1466,3.091003e-01,9.273e-04,1000
1467,3.075145e-01,9.225e-04,1000
1468,3.052023e-01,9.156e-04,1000
1469,3.064708e-01,9.194e-04,1000
1470,3.032576e-01,9.098e-04,1000
1471,3.017765e-01,9.053e-04,1000
1472,3.040114e-01,9.120e-04,1000
1473,3.035847e-01,9.108e-04,1000
1474,3.019799e-01,9.059e-04,1000
1475,2.976557e-01,8.930e-04,1000
1476,3.040902e-01,9.123e-04,1000
1477,2.988677e-01,8.966e-04,1000
1478,2.953138e-01,8.859e-04,1000
1479,3.017999e-01,9.054e-04,1000
1480,3.020528e-01,9.062e-04,1000
1481,2.977299e-01,8.932e-04,1000
1482,2.999965e-01,9.000e-04,1000
1483,2.918313e-01,8.755e-04,1000
1484,2.960587e-01,8.882e-04,1000
1485,2.972501e-01,8.918e-04,1000
1486,2.950634e-01,8.852e-04,1000
1487,2.837619e-01,8.513e-04,1000
1488,2.567826e-01,7.703e-04,1000
1489,2.944068e-01,8.832e-04,1000
