# TSIS-1 Hybrid Solar Reference Spectrum (HSRS) version 2, resampled to 1 nm box means.
# Source: Coddington et al. (2023), Earth and Space Science, doi:10.1029/2022EA002637
# Archive: LASP LISIRD, https://lasp.colorado.edu/lisird/latis/dap/tsis1_hsrs.csv (native 0.001-0.01 nm sampling)
# Method: unweighted mean of every native sample falling in [n, n+1) nm; bin labelled by its lower edge.
# Irradiance is solar spectral irradiance at 1 AU, W m^-2 nm^-1, solar-minimum conditions between cycles 24 and 25.
# Archive uncertainty is 0.3% over 460-2365 nm and 1.3% outside it.
# Generated by scripts/build_table.py; do not hand-edit.
wavelength_nm,irradiance_w_m2_nm,uncertainty_w_m2_nm,n_samples
1490,2.920599e-01,8.762e-04,1000
1491,2.943709e-01,8.831e-04,1000
1492,2.967975e-01,8.904e-04,1000
1493,2.953309e-01,8.860e-04,1000
1494,2.910770e-01,8.732e-04,1000
1495,2.922066e-01,8.766e-04,1000
1496,2.870190e-01,8.611e-04,1000
1497,2.918704e-01,8.756e-04,1000
1498,2.904544e-01,8.714e-04,1000
1499,2.908804e-01,8.726e-04,1000
1500,2.922918e-01,8.769e-04,1000
1501,2.892422e-01,8.677e-04,1000
1502,2.569962e-01,7.710e-04,1000
1503,2.767263e-01,8.302e-04,1000
1504,2.558411e-01,7.675e-04,1000
1505,2.611104e-01,7.833e-04,1000
1506,2.898565e-01,8.696e-04,1000
1507,2.898584e-01,8.696e-04,1000
1508,2.863346e-01,8.590e-04,1000
1509,2.826024e-01,8.478e-04,1000
1510,2.868339e-01,8.605e-04,1000
1511,2.876850e-01,8.631e-04,1000
1512,2.828460e-01,8.485e-04,1000
1513,2.856083e-01,8.568e-04,1000
1514,2.816082e-01,8.448e-04,1000
1515,2.867538e-01,8.603e-04,1000
1516,2.776114e-01,8.328e-04,1000
1517,2.837544e-01,8.513e-04,1000
1518,2.808021e-01,8.424e-04,1000
1519,2.844064e-01,8.532e-04,1000
1520,2.817548e-01,8.453e-04,1000
1521,2.759832e-01,8.279e-04,1000
1522,2.718422e-01,8.155e-04,1000
1523,2.804636e-01,8.414e-04,1000
1524,2.744228e-01,8.233e-04,1000
1525,2.810610e-01,8.432e-04,1000
1526,2.784504e-01,8.354e-04,1000
1527,2.810952e-01,8.433e-04,1000
1528,2.802341e-01,8.407e-04,1000
1529,2.635454e-01,7.906e-04,1000
1530,2.762295e-01,8.287e-04,1000
1531,2.793116e-01,8.379e-04,1000
1532,2.782724e-01,8.348e-04,1000
1533,2.721726e-01,8.165e-04,1000
1534,2.747311e-01,8.242e-04,1000
1535,2.762356e-01,8.287e-04,1000
1536,2.760744e-01,8.282e-04,1000
1537,2.763699e-01,8.291e-04,1000
1538,2.699793e-01,8.099e-04,1000
1539,2.667189e-01,8.002e-04,1000
1540,2.690886e-01,8.073e-04,1000
1541,2.753580e-01,8.261e-04,1000
1542,2.706151e-01,8.118e-04,1000
1543,2.740528e-01,8.222e-04,1000
1544,2.738164e-01,8.214e-04,1000
1545,2.721528e-01,8.165e-04,1000
1546,2.707125e-01,8.121e-04,1000
1547,2.690235e-01,8.071e-04,1000
1548,2.678779e-01,8.036e-04,1000
1549,2.700425e-01,8.101e-04,1000
1550,2.628819e-01,7.886e-04,1000
1551,2.682141e-01,8.046e-04,1000
1552,2.680311e-01,8.041e-04,1000
1553,2.625300e-01,7.876e-04,1000
1554,2.631429e-01,7.894e-04,1000
1555,2.622037e-01,7.866e-04,1000
1556,2.598770e-01,7.796e-04,1000
1557,2.662757e-01,7.988e-04,1000
1558,2.670295e-01,8.011e-04,1000
1559,2.539622e-01,7.619e-04,1000
1560,2.607134e-01,7.821e-04,1000
1561,2.611576e-01,7.835e-04,1000
1562,2.570711e-01,7.712e-04,1000
1563,2.563362e-01,7.690e-04,1000
1564,2.627996e-01,7.884e-04,1000
1565,2.589423e-01,7.768e-04,1000
1566,2.563021e-01,7.689e-04,1000
1567,2.598855e-01,7.797e-04,1000
1568,2.541383e-01,7.624e-04,1000
1569,2.439810e-01,7.319e-04,1000
1570,2.606726e-01,7.820e-04,1000
1571,2.607372e-01,7.822e-04,1000
1572,2.557692e-01,7.673e-04,1000
1573,2.573857e-01,7.722e-04,1000
1574,2.430384e-01,7.291e-04,1000
1575,2.375532e-01,7.127e-04,1000
1576,2.436571e-01,7.310e-04,1000
1577,2.252666e-01,6.758e-04,1000
1578,2.575597e-01,7.727e-04,1000
1579,2.538301e-01,7.615e-04,1000
1580,2.527594e-01,7.583e-04,1000
1581,2.537477e-01,7.612e-04,1000
1582,2.384457e-01,7.153e-04,1000
1583,2.424998e-01,7.275e-04,1000
1584,2.511838e-01,7.536e-04,1000
1585,2.525390e-01,7.576e-04,1000
1586,2.505530e-01,7.517e-04,1000
1587,2.483403e-01,7.450e-04,1000
1588,2.391764e-01,7.175e-04,1000
1589,2.123735e-01,6.371e-04,1000
1590,2.379224e-01,7.138e-04,1000
1591,2.412048e-01,7.236e-04,1000
1592,2.472186e-01,7.417e-04,1000
1593,2.504216e-01,7.513e-04,1000
1594,2.467649e-01,7.403e-04,1000
1595,2.466413e-01,7.399e-04,1000
1596,2.292422e-01,6.877e-04,1000
1597,2.439626e-01,7.319e-04,1000
1598,2.429365e-01,7.288e-04,1000
1599,2.512506e-01,7.538e-04,1000
1600,2.450155e-01,7.350e-04,1000
1601,2.351259e-01,7.054e-04,1000
1602,2.437461e-01,7.312e-04,1000
1603,2.488412e-01,7.465e-04,1000
1604,2.350354e-01,7.051e-04,1000
1605,2.479832e-01,7.439e-04,1000
1606,2.401529e-01,7.205e-04,1000
1607,2.411198e-01,7.234e-04,1000
1608,2.434051e-01,7.302e-04,1000
1609,2.315852e-01,6.948e-04,1000
1610,2.349456e-01,7.048e-04,1000
1611,2.422080e-01,7.266e-04,1000
1612,2.384391e-01,7.153e-04,1000
1613,2.368270e-01,7.105e-04,1000
1614,2.420291e-01,7.261e-04,1000
1615,2.378953e-01,7.137e-04,1000
1616,2.286033e-01,6.858e-04,1000
1617,2.388268e-01,7.165e-04,1000
1618,2.348791e-01,7.046e-04,1000
1619,2.367854e-01,7.104e-04,1000
1620,2.289793e-01,6.869e-04,1000
1621,2.315582e-01,6.947e-04,1000
1622,2.374137e-01,7.122e-04,1000
1623,2.352084e-01,7.056e-04,1000
1624,2.328530e-01,6.986e-04,1000
1625,2.371732e-01,7.115e-04,1000
1626,2.399186e-01,7.198e-04,1000
1627,2.397918e-01,7.194e-04,1000
1628,2.356770e-01,7.070e-04,1000
1629,2.371739e-01,7.115e-04,1000
1630,2.376649e-01,7.130e-04,1000
1631,2.348260e-01,7.045e-04,1000
1632,2.238941e-01,6.717e-04,1000
1633,2.335660e-01,7.007e-04,1000
1634,2.354247e-01,7.063e-04,1000
1635,2.329390e-01,6.988e-04,1000
1636,2.251820e-01,6.755e-04,1000
1637,2.293772e-01,6.881e-04,1000
1638,2.119507e-01,6.359e-04,1000
1639,2.246908e-01,6.741e-04,1000
1640,2.183412e-01,6.550e-04,1000
1641,2.213993e-01,6.642e-04,1000
1642,2.252403e-01,6.757e-04,1000
1643,2.251751e-01,6.755e-04,1000
1644,2.183413e-01,6.550e-04,1000
1645,2.268320e-01,6.805e-04,1000
1646,2.285989e-01,6.858e-04,1000
1647,2.229521e-01,6.689e-04,1000
1648,2.253058e-01,6.759e-04,1000
1649,2.187112e-01,6.561e-04,1000
1650,2.278733e-01,6.836e-04,1000
1651,2.262313e-01,6.787e-04,1000
1652,2.125908e-01,6.378e-04,1000
1653,2.249047e-01,6.747e-04,1000
1654,2.173444e-01,6.520e-04,1000
1655,2.237166e-01,6.711e-04,1000
1656,2.181999e-01,6.546e-04,1000
1657,2.254211e-01,6.763e-04,1000
1658,2.241426e-01,6.724e-04,1000
1659,2.225026e-01,6.675e-04,1000
1660,2.241560e-01,6.725e-04,1000
1661,2.203014e-01,6.609e-04,1000
1662,2.221238e-01,6.664e-04,1000
1663,2.200213e-01,6.601e-04,1000
1664,2.222590e-01,6.668e-04,1000
1665,2.133882e-01,6.402e-04,1000
1666,2.155321e-01,6.466e-04,1000
1667,2.176620e-01,6.530e-04,1000
1668,2.100467e-01,6.301e-04,1000
1669,2.174703e-01,6.524e-04,1000
1670,2.190826e-01,6.572e-04,1000
1671,2.173327e-01,6.520e-04,1000
1672,2.046998e-01,6.141e-04,1000
1673,2.163937e-01,6.492e-04,1000
1674,2.159124e-01,6.477e-04,1000
1675,2.014753e-01,6.044e-04,1000
1676,2.080522e-01,6.242e-04,1000
1677,2.130420e-01,6.391e-04,1000
1678,2.111140e-01,6.333e-04,1000
1679,2.081481e-01,6.244e-04,1000
1680,2.048462e-01,6.145e-04,1000
1681,2.045224e-01,6.136e-04,1000
1682,2.028775e-01,6.086e-04,1000
1683,2.056817e-01,6.170e-04,1000
1684,2.084521e-01,6.254e-04,1000
1685,2.097499e-01,6.292e-04,1000
1686,2.076012e-01,6.228e-04,1000
1687,2.072781e-01,6.218e-04,1000
1688,2.092148e-01,6.276e-04,1000
1689,2.007458e-01,6.022e-04,1000
1690,2.093239e-01,6.280e-04,1000
1691,2.094275e-01,6.283e-04,1000
1692,2.095315e-01,6.286e-04,1000
1693,2.054883e-01,6.165e-04,1000
1694,2.080896e-01,6.243e-04,1000
1695,2.073765e-01,6.221e-04,1000
1696,2.043236e-01,6.130e-04,1000
1697,2.047891e-01,6.144e-04,1000
1698,2.069953e-01,6.210e-04,1000
1699,2.068416e-01,6.205e-04,1000
1700,2.004367e-01,6.013e-04,1000
1701,1.998768e-01,5.996e-04,1000
1702,2.055456e-01,6.166e-04,1000
1703,2.046672e-01,6.140e-04,1000
1704,2.030875e-01,6.093e-04,1000
1705,2.036608e-01,6.110e-04,1000
1706,2.021280e-01,6.064e-04,1000
1707,2.007984e-01,6.024e-04,1000
1708,2.029764e-01,6.089e-04,1000
1709,2.016023e-01,6.048e-04,1000
1710,2.003022e-01,6.009e-04,1000
1711,1.792994e-01,5.379e-04,1000
1712,2.010863e-01,6.033e-04,1000
1713,2.001703e-01,6.005e-04,1000
1714,2.002065e-01,6.006e-04,1000
1715,2.002155e-01,6.006e-04,1000
1716,1.971666e-01,5.915e-04,1000
1717,1.982760e-01,5.948e-04,1000
1718,1.989544e-01,5.969e-04,1000
1719,1.980623e-01,5.942e-04,1000
1720,1.951282e-01,5.854e-04,1000
1721,1.951695e-01,5.855e-04,1000
1722,1.947880e-01,5.844e-04,1000
1723,1.871204e-01,5.614e-04,1000
1724,1.954635e-01,5.864e-04,1000
1725,1.949011e-01,5.847e-04,1000
1726,1.934709e-01,5.804e-04,1000
1727,1.910583e-01,5.732e-04,1000
1728,1.891906e-01,5.676e-04,1000
1729,1.909919e-01,5.730e-04,1000
1730,1.877326e-01,5.632e-04,1000
1731,1.889033e-01,5.667e-04,1000
1732,1.833882e-01,5.502e-04,1000
1733,1.761749e-01,5.285e-04,1000
1734,1.791996e-01,5.376e-04,1000
1735,1.809820e-01,5.429e-04,1000
1736,1.759891e-01,5.280e-04,1000
1737,1.793789e-01,5.381e-04,1000
1738,1.829320e-01,5.488e-04,1000
1739,1.830716e-01,5.492e-04,1000
1740,1.832995e-01,5.499e-04,1000
1741,1.779188e-01,5.338e-04,1000
1742,1.856677e-01,5.570e-04,1000
1743,1.839343e-01,5.518e-04,1000
1744,1.862603e-01,5.588e-04,1000
1745,1.812230e-01,5.437e-04,1000
1746,1.831671e-01,5.495e-04,1000
1747,1.792361e-01,5.377e-04,1000
1748,1.824513e-01,5.474e-04,1000
1749,1.852800e-01,5.558e-04,1000
1750,1.840708e-01,5.522e-04,1000
1751,1.811202e-01,5.434e-04,1000
1752,1.807752e-01,5.423e-04,1000
1753,1.827552e-01,5.483e-04,1000
1754,1.810887e-01,5.433e-04,1000
1755,1.792090e-01,5.376e-04,1000
1756,1.833726e-01,5.501e-04,1000
1757,1.824478e-01,5.473e-04,1000
1758,1.789165e-01,5.367e-04,1000
1759,1.816032e-01,5.448e-04,1000
1760,1.814648e-01,5.444e-04,1000
1761,1.755169e-01,5.266e-04,1000
1762,1.727085e-01,5.181e-04,1000
1763,1.794692e-01,5.384e-04,1000
1764,1.761133e-01,5.283e-04,1000
1765,1.805959e-01,5.418e-04,1000
1766,1.799430e-01,5.398e-04,1000
1767,1.788435e-01,5.365e-04,1000
1768,1.769786e-01,5.309e-04,1000
1769,1.785198e-01,5.356e-04,1000
1770,1.769570e-01,5.309e-04,1000
1771,1.737066e-01,5.211e-04,1000
1772,1.725380e-01,5.176e-04,1000
1773,1.747525e-01,5.243e-04,1000
1774,1.737647e-01,5.213e-04,1000
1775,1.740605e-01,5.222e-04,1000
1776,1.743459e-01,5.230e-04,1000
1777,1.683975e-01,5.052e-04,1000
1778,1.757079e-01,5.271e-04,1000
1779,1.722838e-01,5.169e-04,1000
1780,1.744822e-01,5.234e-04,1000
1781,1.705997e-01,5.118e-04,1000
1782,1.728553e-01,5.186e-04,1000
1783,1.685855e-01,5.058e-04,1000
1784,1.673083e-01,5.019e-04,1000
1785,1.700908e-01,5.103e-04,1000
1786,1.720222e-01,5.161e-04,1000
1787,1.723522e-01,5.171e-04,1000
1788,1.708834e-01,5.127e-04,1000
1789,1.697272e-01,5.092e-04,1000
1790,1.698066e-01,5.094e-04,1000
1791,1.710518e-01,5.132e-04,1000
1792,1.685904e-01,5.058e-04,1000
1793,1.652184e-01,4.957e-04,1000
1794,1.625866e-01,4.878e-04,1000
1795,1.686629e-01,5.060e-04,1000
1796,1.662371e-01,4.987e-04,1000
1797,1.663566e-01,4.991e-04,1000
1798,1.642959e-01,4.929e-04,1000
1799,1.628718e-01,4.886e-04,1000
1800,1.656506e-01,4.970e-04,1000
1801,1.619547e-01,4.859e-04,1000
1802,1.627539e-01,4.883e-04,1000
1803,1.626728e-01,4.880e-04,1000
1804,1.630154e-01,4.890e-04,1000
1805,1.625033e-01,4.875e-04,1000
1806,1.605071e-01,4.815e-04,1000
1807,1.615100e-01,4.845e-04,1000
1808,1.622844e-01,4.869e-04,1000
1809,1.607833e-01,4.824e-04,1000
1810,1.574497e-01,4.723e-04,1000
1811,1.596746e-01,4.790e-04,1000
1812,1.588355e-01,4.765e-04,1000
1813,1.580670e-01,4.742e-04,1000
1814,1.558210e-01,4.675e-04,1000
1815,1.554562e-01,4.664e-04,1000
1816,1.526965e-01,4.581e-04,1000
1817,1.491677e-01,4.475e-04,1000
1818,1.505585e-01,4.517e-04,1000
1819,1.516929e-01,4.551e-04,1000
1820,1.554684e-01,4.664e-04,1000
1821,1.570765e-01,4.712e-04,1000
1822,1.524290e-01,4.573e-04,1000
1823,1.561397e-01,4.684e-04,1000
1824,1.573558e-01,4.721e-04,1000
1825,1.583816e-01,4.751e-04,1000
1826,1.579511e-01,4.739e-04,1000
1827,1.565784e-01,4.697e-04,1000
1828,1.525822e-01,4.577e-04,1000
1829,1.573332e-01,4.720e-04,1000
1830,1.568914e-01,4.707e-04,1000
1831,1.571992e-01,4.716e-04,1000
1832,1.526534e-01,4.580e-04,1000
1833,1.565786e-01,4.697e-04,1000
1834,1.565378e-01,4.696e-04,1000
1835,1.563370e-01,4.690e-04,1000
1836,1.550978e-01,4.653e-04,1000
1837,1.440797e-01,4.322e-04,1000
1838,1.505468e-01,4.516e-04,1000
1839,1.533898e-01,4.602e-04,1000
1840,1.488786e-01,4.466e-04,1000
1841,1.495775e-01,4.487e-04,1000
1842,1.452987e-01,4.359e-04,1000
1843,1.504689e-01,4.514e-04,1000
1844,1.515494e-01,4.546e-04,1000
1845,1.483648e-01,4.451e-04,1000
1846,1.484820e-01,4.454e-04,1000
1847,1.391121e-01,4.173e-04,1000
1848,1.492253e-01,4.477e-04,1000
1849,1.520733e-01,4.562e-04,1000
1850,1.451674e-01,4.355e-04,1000
1851,1.518616e-01,4.556e-04,1000
1852,1.505580e-01,4.517e-04,1000
1853,1.503892e-01,4.512e-04,1000
1854,1.496646e-01,4.490e-04,1000
1855,1.452953e-01,4.359e-04,1000
1856,1.505331e-01,4.516e-04,1000
1857,1.487627e-01,4.463e-04,1000
1858,1.472110e-01,4.416e-04,1000
1859,1.466303e-01,4.399e-04,1000
1860,1.485063e-01,4.455e-04,1000
1861,1.470372e-01,4.411e-04,1000
1862,1.484290e-01,4.453e-04,1000
1863,1.481590e-01,4.445e-04,1000
1864,1.469228e-01,4.408e-04,1000
1865,1.453427e-01,4.360e-04,1000
1866,1.452465e-01,4.357e-04,1000
1867,1.471928e-01,4.416e-04,1000
1868,1.463894e-01,4.392e-04,1000
1869,1.449488e-01,4.348e-04,1000
1870,1.441280e-01,4.324e-04,1000
1871,1.432532e-01,4.298e-04,1000
1872,1.369531e-01,4.109e-04,1000
1873,1.395346e-01,4.186e-04,1000
1874,1.318815e-01,3.956e-04,1000
1875,1.075320e-01,3.226e-04,1000
1876,1.292366e-01,3.877e-04,1000
1877,1.340915e-01,4.023e-04,1000
1878,1.384529e-01,4.154e-04,1000
1879,1.412102e-01,4.236e-04,1000
1880,1.418000e-01,4.254e-04,1000
1881,1.426049e-01,4.278e-04,1000
1882,1.393060e-01,4.179e-04,1000
1883,1.420970e-01,4.263e-04,1000
1884,1.408854e-01,4.227e-04,1000
1885,1.383296e-01,4.150e-04,1000
1886,1.384823e-01,4.154e-04,1000
1887,1.406888e-01,4.221e-04,1000
1888,1.392246e-01,4.177e-04,1000
1889,1.378365e-01,4.135e-04,1000
1890,1.403385e-01,4.210e-04,1000
1891,1.359406e-01,4.078e-04,1000
1892,1.393077e-01,4.179e-04,1000
1893,1.357128e-01,4.071e-04,1000
1894,1.370601e-01,4.112e-04,1000
1895,1.364841e-01,4.095e-04,1000
1896,1.339444e-01,4.018e-04,1000
1897,1.381829e-01,4.145e-04,1000
1898,1.390451e-01,4.171e-04,1000
1899,1.357738e-01,4.073e-04,1000
1900,1.377578e-01,4.133e-04,1000
1901,1.377114e-01,4.131e-04,1000
1902,1.375224e-01,4.126e-04,1000
1903,1.339650e-01,4.019e-04,1000
1904,1.374238e-01,4.123e-04,1000
1905,1.360380e-01,4.081e-04,1000
1906,1.369017e-01,4.107e-04,1000
1907,1.352838e-01,4.059e-04,1000
1908,1.354348e-01,4.063e-04,1000
1909,1.359157e-01,4.077e-04,1000
1910,1.346294e-01,4.039e-04,1000
1911,1.322683e-01,3.968e-04,1000
1912,1.345499e-01,4.036e-04,1000
1913,1.350914e-01,4.053e-04,1000
1914,1.350123e-01,4.050e-04,1000
1915,1.344770e-01,4.034e-04,1000
1916,1.333463e-01,4.000e-04,1000
1917,1.339492e-01,4.018e-04,1000
1918,1.331093e-01,3.993e-04,1000
1919,1.280127e-01,3.840e-04,1000
1920,1.302604e-01,3.908e-04,1000
1921,1.319790e-01,3.959e-04,1000
1922,1.319094e-01,3.957e-04,1000
1923,1.319666e-01,3.959e-04,1000
1924,1.324456e-01,3.973e-04,1000
1925,1.321595e-01,3.965e-04,1000
1926,1.298770e-01,3.896e-04,1000
1927,1.312007e-01,3.936e-04,1000
1928,1.279952e-01,3.840e-04,1000
1929,1.311503e-01,3.935e-04,1000
1930,1.298456e-01,3.895e-04,1000
1931,1.246019e-01,3.738e-04,1000
1932,1.303237e-01,3.910e-04,1000
1933,1.296167e-01,3.889e-04,1000
1934,1.273381e-01,3.820e-04,1000
1935,1.292141e-01,3.876e-04,1000
1936,1.285242e-01,3.856e-04,1000
1937,1.279671e-01,3.839e-04,1000
1938,1.270241e-01,3.811e-04,1000
1939,1.219791e-01,3.659e-04,1000
1940,1.255248e-01,3.766e-04,1000
1941,1.243478e-01,3.730e-04,1000
1942,1.233800e-01,3.701e-04,1000
1943,1.147752e-01,3.443e-04,1000
1944,1.155577e-01,3.467e-04,1000
1945,1.086956e-01,3.261e-04,1000
1946,1.196424e-01,3.589e-04,1000
1947,1.216280e-01,3.649e-04,1000
1948,1.218355e-01,3.655e-04,1000
1949,1.195302e-01,3.586e-04,1000
1950,1.239658e-01,3.719e-04,1000
1951,1.136616e-01,3.410e-04,1000
1952,1.248799e-01,3.746e-04,1000
1953,1.238481e-01,3.715e-04,1000
1954,1.241975e-01,3.726e-04,1000
1955,1.245825e-01,3.737e-04,1000
1956,1.241358e-01,3.724e-04,1000
1957,1.236033e-01,3.708e-04,1000
1958,1.234920e-01,3.705e-04,1000
1959,1.228928e-01,3.687e-04,1000
1960,1.231204e-01,3.694e-04,1000
1961,1.214245e-01,3.643e-04,1000
1962,1.224120e-01,3.672e-04,1000
1963,1.234330e-01,3.703e-04,1000
1964,1.206888e-01,3.621e-04,1000
1965,1.230539e-01,3.692e-04,1000
1966,1.227790e-01,3.683e-04,1000
1967,1.225697e-01,3.677e-04,1000
1968,1.223982e-01,3.672e-04,1000
1969,1.214822e-01,3.644e-04,1000
1970,1.220732e-01,3.662e-04,1000
1971,1.214243e-01,3.643e-04,1000
1972,1.123709e-01,3.371e-04,1000
1973,1.179915e-01,3.540e-04,1000
1974,1.201370e-01,3.604e-04,1000
1975,1.204284e-01,3.613e-04,1000
1976,1.204819e-01,3.614e-04,1000
1977,1.202684e-01,3.608e-04,1000
1978,1.113033e-01,3.339e-04,1000
1979,1.173178e-01,3.520e-04,1000
1980,1.196879e-01,3.591e-04,1000
1981,1.193672e-01,3.581e-04,1000
1982,1.171082e-01,3.513e-04,1000
1983,1.190057e-01,3.570e-04,1000
1984,1.188931e-01,3.567e-04,1000
1985,1.128903e-01,3.387e-04,1000
1986,1.139877e-01,3.420e-04,1000
1987,1.183128e-01,3.549e-04,1000
1988,1.179060e-01,3.537e-04,1000
1989,1.176870e-01,3.531e-04,1000
1990,1.175023e-01,3.525e-04,1000
1991,1.171672e-01,3.515e-04,1000
1992,1.149324e-01,3.448e-04,1000
1993,1.100072e-01,3.300e-04,1000
1994,1.161810e-01,3.485e-04,1000
1995,1.155235e-01,3.466e-04,1000
1996,1.145061e-01,3.435e-04,1000
1997,1.137045e-01,3.411e-04,1000
1998,1.156192e-01,3.469e-04,1000
1999,1.156575e-01,3.470e-04,1000
2000,1.153616e-01,3.461e-04,1000
2001,1.138060e-01,3.414e-04,1000
2002,1.128855e-01,3.387e-04,1000
2003,1.146488e-01,3.439e-04,1000
2004,1.138890e-01,3.417e-04,1000
2005,1.126792e-01,3.380e-04,1000
2006,1.141123e-01,3.423e-04,1000
2007,1.132808e-01,3.398e-04,1000
2008,1.138563e-01,3.416e-04,1000
2009,1.124303e-01,3.373e-04,1000
2010,1.134860e-01,3.405e-04,1000
2011,1.129860e-01,3.390e-04,1000
2012,1.130252e-01,3.391e-04,1000
2013,1.126415e-01,3.379e-04,1000
2014,1.122999e-01,3.369e-04,1000
2015,1.123438e-01,3.370e-04,1000
2016,1.120964e-01,3.363e-04,1000
2017,1.117014e-01,3.351e-04,1000
2018,1.118012e-01,3.354e-04,1000
2019,1.116463e-01,3.349e-04,1000
2020,1.112073e-01,3.336e-04,1000
2021,1.111242e-01,3.334e-04,1000
2022,1.110249e-01,3.331e-04,1000
2023,1.106347e-01,3.319e-04,1000
2024,1.101897e-01,3.306e-04,1000
2025,1.103978e-01,3.312e-04,1000
2026,1.098888e-01,3.297e-04,1000
2027,1.098841e-01,3.297e-04,1000
2028,1.084001e-01,3.252e-04,1000
2029,1.091769e-01,3.275e-04,1000
2030,1.060531e-01,3.182e-04,1000
2031,1.092712e-01,3.278e-04,1000
2032,1.089114e-01,3.267e-04,1000
2033,1.086144e-01,3.258e-04,1000
2034,1.073716e-01,3.221e-04,1000
2035,1.080740e-01,3.242e-04,1000
2036,1.077725e-01,3.233e-04,1000
2037,1.078797e-01,3.236e-04,1000
2038,1.050605e-01,3.152e-04,1000
2039,1.077038e-01,3.231e-04,1000
2040,1.074449e-01,3.223e-04,1000
2041,1.070873e-01,3.213e-04,1000
2042,1.070690e-01,3.212e-04,1000
2043,1.070463e-01,3.211e-04,1000
2044,1.065484e-01,3.196e-04,1000
2045,1.062193e-01,3.187e-04,1000
2046,1.063814e-01,3.191e-04,1000
2047,1.058791e-01,3.176e-04,1000
2048,1.058826e-01,3.176e-04,1000
2049,1.054602e-01,3.164e-04,1000
2050,1.049840e-01,3.150e-04,1000
2051,1.053623e-01,3.161e-04,1000
2052,1.053371e-01,3.160e-04,1000
2053,1.051247e-01,3.154e-04,1000
2054,1.048944e-01,3.147e-04,1000
2055,1.047193e-01,3.142e-04,1000
2056,1.043486e-01,3.130e-04,1000
2057,1.043708e-01,3.131e-04,1000
2058,1.035601e-01,3.107e-04,1000
2059,1.037683e-01,3.113e-04,1000
2060,1.007080e-01,3.021e-04,1000
2061,1.036608e-01,3.110e-04,1000
2062,1.033079e-01,3.099e-04,1000
2063,1.000756e-01,3.002e-04,1000
2064,1.029880e-01,3.090e-04,1000
2065,1.028333e-01,3.085e-04,1000
2066,1.027477e-01,3.082e-04,1000
2067,1.025291e-01,3.076e-04,1000
2068,1.016969e-01,3.051e-04,1000
2069,1.021701e-01,3.065e-04,1000
2070,9.879917e-02,2.964e-04,1000
2071,1.015094e-01,3.045e-04,1000
2072,9.978746e-02,2.994e-04,1000
2073,1.007852e-01,3.024e-04,1000
2074,1.003930e-01,3.012e-04,1000
2075,1.010742e-01,3.032e-04,1000
2076,1.007946e-01,3.024e-04,1000
2077,1.007179e-01,3.022e-04,1000
2078,1.006570e-01,3.020e-04,1000
2079,1.003453e-01,3.010e-04,1000
2080,9.865967e-02,2.960e-04,1000
2081,9.832080e-02,2.950e-04,1000
2082,9.976308e-02,2.993e-04,1000
2083,9.946025e-02,2.984e-04,1000
2084,9.762668e-02,2.929e-04,1000
2085,9.899721e-02,2.970e-04,1000
2086,9.896066e-02,2.969e-04,1000
2087,9.894877e-02,2.968e-04,1000
2088,9.871905e-02,2.962e-04,1000
2089,9.813495e-02,2.944e-04,1000
2090,9.844109e-02,2.953e-04,1000
2091,9.798304e-02,2.939e-04,1000
2092,9.399519e-02,2.820e-04,1000
2093,9.743876e-02,2.923e-04,1000
2094,9.769378e-02,2.931e-04,1000
2095,9.726668e-02,2.918e-04,1000
2096,9.693842e-02,2.908e-04,1000
2097,9.689086e-02,2.907e-04,1000
2098,9.709085e-02,2.913e-04,1000
2099,9.678286e-02,2.903e-04,1000
2100,9.679074e-02,2.904e-04,1000
2101,9.638700e-02,2.892e-04,1000
2102,9.561325e-02,2.868e-04,1000
2103,9.620196e-02,2.886e-04,1000
2104,9.575219e-02,2.873e-04,1000
2105,9.497258e-02,2.849e-04,1000
2106,8.780556e-02,2.634e-04,1000
2107,9.467456e-02,2.840e-04,1000
2108,9.513328e-02,2.854e-04,1000
2109,9.258936e-02,2.778e-04,1000
2110,9.460626e-02,2.838e-04,1000
2111,9.439545e-02,2.832e-04,1000
2112,9.428351e-02,2.829e-04,1000
2113,9.380706e-02,2.814e-04,1000
2114,9.295266e-02,2.789e-04,1000
2115,9.369255e-02,2.811e-04,1000
2116,9.055335e-02,2.717e-04,1000
2117,9.275320e-02,2.783e-04,1000
2118,9.348933e-02,2.805e-04,1000
2119,9.225116e-02,2.768e-04,1000
2120,9.207816e-02,2.762e-04,1000
2121,9.065633e-02,2.720e-04,1000
2122,9.276003e-02,2.783e-04,1000
2123,9.246552e-02,2.774e-04,1000
2124,9.193108e-02,2.758e-04,1000
2125,9.240323e-02,2.772e-04,1000
2126,9.098593e-02,2.730e-04,1000
2127,9.224424e-02,2.767e-04,1000
2128,9.212565e-02,2.764e-04,1000
2129,9.193496e-02,2.758e-04,1000
2130,9.137220e-02,2.741e-04,1000
2131,9.169736e-02,2.751e-04,1000
2132,9.146435e-02,2.744e-04,1000
2133,9.111827e-02,2.734e-04,1000
2134,9.112504e-02,2.734e-04,1000
2135,8.933504e-02,2.680e-04,1000
2136,8.866359e-02,2.660e-04,1000
2137,8.995647e-02,2.699e-04,1000
2138,9.055587e-02,2.717e-04,1000
2139,8.988816e-02,2.697e-04,1000
