# Hipparcos bright-star supplement for Gaia DR3 — generated by hipparcos-gaia-match
# Position propagated from Hipparcos epoch (J1991.25) to ref_epoch J2016.00 via Hipparcos PM.
# fitted_g_mag uses G ≈ +0.0222 +1.0109*Hp -0.4422*(B-V) when B-V is present,
# else the fallback G ≈ -0.2005 +0.9990*Hp.
hip,ra_j2016,dec_j2016,parallax_mas,pmra_mas_yr,pmdec_mas_yr,b_v,fitted_g_mag
42181,129.005449,-41.548262,2.6300,6.6100,7.2900,1.0400,7.9428
49375,151.204105,-28.188637,4.0000,-27.1700,11.3800,-0.0380,7.1053
1852,5.850651,55.802146,0.6600,6.0000,-1.8000,0.0580,8.2052
86134,264.038430,-49.338604,6.4300,-4.8000,-13.8600,0.5550,8.5010
32814,102.606236,13.413143,2.1700,-1.8600,-7.5500,1.3290,5.1765
74607,228.660759,-54.406306,3.6200,5.4400,14.4700,1.0500,7.7564
80456,246.345040,-47.529145,12.6800,-44.9600,-103.5800,0.4880,7.6309
89730,274.670815,54.600171,3.0900,3.2600,-0.4700,0.1150,8.6147
98942,301.331733,-29.080106,11.4900,44.6100,-112.7700,0.4650,7.3782
81604,249.985034,-61.157892,3.8000,-4.3100,-9.5700,0.1110,7.6662
34624,107.580455,-27.491512,5.0700,-9.4000,1.8700,0.9980,5.1005
45340,138.594411,-65.053908,6.2000,-29.5900,8.9700,1.0680,6.6668
1921,6.065337,52.019894,2.3800,13.7000,-4.4000,-0.1100,5.7117
71975,220.813854,-47.570516,1.2100,-6.4400,-4.8300,-0.0510,7.0302
46364,141.810694,-48.846229,2.7100,-11.8700,4.4700,-0.1070,7.9142
84860,260.158863,-40.567343,3.2600,-11.4900,-34.5900,1.1470,8.0775
100631,306.075305,37.575393,3.4400,6.3100,-9.2500,-0.0120,8.1755
55038,169.000674,-47.305944,6.0200,0.7800,-35.8500,1.0710,6.9081
1621,5.069254,54.200979,0.2000,0.7500,-2.8900,-0.0330,9.0845
79578,243.549285,-31.664774,45.7300,-81.4100,-252.6100,0.6460,6.3580
94560,288.678958,36.988337,3.5300,-0.1700,0.5400,1.0690,7.6773
71552,219.515320,-48.810118,11.3700,-46.9600,-24.2600,0.4560,8.1505
87599,268.415370,-43.719216,3.2600,15.2200,-23.6100,1.1100,7.0728
90032,275.557881,-15.088253,6.6400,2.3700,4.6400,,6.9024
90332,276.462082,-35.469634,1.1500,2.5900,-8.0800,1.9390,8.2529
37913,116.542345,-3.961131,2.6300,-10.4600,-3.1500,0.0000,7.7557
96442,294.112302,41.892833,3.6700,12.4800,18.2100,0.0110,7.6295
36648,113.054430,-27.910292,3.3900,-7.1600,8.6800,-0.1220,8.6892
42081,128.656714,-2.754617,6.0600,-13.3700,-11.2600,0.1940,7.6497
50458,154.541421,-27.191932,12.5100,-144.6500,28.6400,0.8270,8.2493
32094,100.571437,7.397788,0.6000,4.9500,-8.1600,1.6300,6.2363
88171,270.111823,-12.988170,0.6100,-2.0100,-11.2000,0.2930,7.4240
29979,94.664321,23.007924,-0.9100,0.4300,-1.1900,0.4220,8.5497
50664,155.201486,-47.565938,3.1600,20.3000,-6.5100,1.5760,6.0378
68591,210.625272,-40.815347,1.7200,-24.9300,-7.1000,1.0000,8.0717
39936,122.341069,8.561220,-0.2100,-11.4000,1.3800,1.5640,8.1660
42687,130.503723,-41.829961,3.0300,-24.5900,0.4800,0.0130,8.9631
51738,158.566112,-56.979496,4.7200,-18.8200,10.6700,1.0830,7.6711
526,1.584700,60.457120,4.7800,43.2600,-0.3900,0.2560,7.9660
49533,151.710173,-24.715726,13.2300,-33.4900,-35.1600,0.5440,7.0097
5468,17.502671,52.033280,4.3700,-10.1700,0.9100,0.7950,7.6771
44337,135.435557,-52.188625,7.4600,-14.6700,13.5300,-0.1200,5.3623
70337,215.862594,-49.851414,2.5800,-3.7900,-4.5900,0.0360,8.2756
85676,262.627755,-34.539112,3.6600,1.8200,-12.9100,1.0740,7.9177
36630,112.992780,-22.918717,2.6700,0.2400,-12.9100,1.4620,7.6652
69630,213.761625,-39.188828,1.7200,-6.2100,-11.4000,1.2260,8.3863
85652,262.566195,-35.859767,3.6500,-0.8500,-4.1400,0.2210,8.2039
2922,9.256585,55.217169,2.2100,6.3400,-13.4200,1.2660,6.9735
79688,243.948574,-29.010767,-0.7000,-5.0500,-4.9000,0.9690,8.5403
46253,141.444239,-10.486745,6.0500,-4.6500,17.9300,0.3440,8.6347
36303,112.092238,-7.158974,6.1700,-37.5400,-8.7100,0.4830,7.6331
98917,301.282474,47.548573,2.0800,7.5900,2.3500,0.9510,8.6292
68432,210.139460,-40.334600,2.2100,-7.5000,-21.8400,0.6620,8.7468
46074,140.936447,-53.271718,6.4400,17.3900,-31.0600,0.4800,8.2410
52992,162.609452,-33.839489,6.9300,-70.8500,-2.4900,1.0650,7.1736
38178,117.352172,-24.223927,-0.4700,-7.6900,3.3900,1.0500,8.6157
83280,255.302501,-29.684373,-0.4900,0.5800,-4.0200,1.0930,7.6464
87667,268.605380,-68.657882,1.7300,-3.6500,-10.9000,0.9370,7.1999
101949,309.888858,40.579662,3.6300,6.6700,0.8400,-0.1340,6.2177
34088,106.027189,20.570293,2.7900,-5.7200,-0.9600,0.8990,3.6784
35373,109.612929,-23.557450,3.9500,4.9300,-0.2500,1.1410,7.4433
39739,121.831220,10.921715,0.5100,4.3300,0.5000,1.0890,8.5681
46216,141.333667,-48.273723,2.9300,-13.1400,14.0000,0.0250,8.4624
93968,286.999526,58.145286,6.3700,-11.3900,181.7200,1.0060,7.6141
97538,297.364645,38.710108,4.6800,7.6300,-9.4300,0.9060,5.8084
73989,226.810614,-57.439783,4.8500,-8.9500,-20.7300,1.2740,6.7375
54854,168.461548,-52.856152,12.1300,14.9700,-58.0700,0.2580,6.8026
18557,59.581437,82.733594,2.2600,-1.4800,-8.6300,0.3560,8.2958
51636,158.237661,-39.930728,2.8300,-15.6900,1.8000,0.0260,7.9767
51512,157.805380,-42.229395,5.6800,-14.4400,-8.2200,-0.0400,7.4701
62728,192.814393,-50.266887,6.3300,-73.3600,16.2000,0.4700,8.3364
51237,156.981570,-21.701493,19.7000,-209.4200,26.1800,0.6880,8.3108
42829,130.899059,-53.524709,5.7600,-11.6900,-16.3400,0.1910,7.7926
3171,10.103349,59.513790,-0.0200,-1.0200,-3.7900,1.9200,6.5125
47736,145.972129,-57.636549,9.1100,-27.0200,35.1900,0.4710,7.8305
93515,285.677855,-36.096510,3.2900,9.9100,-6.5200,0.0820,7.6184
83628,256.372991,-62.651121,3.7800,6.0200,-12.9600,0.0200,8.9600
49411,151.299929,-28.197013,3.4700,-26.5200,6.0200,-0.0150,7.0749
47596,145.572802,-15.996524,3.1600,5.2400,-4.5100,0.1170,8.2398
94220,287.707222,10.345696,1.9000,2.2400,-17.9400,1.3110,6.6099
92796,283.628555,11.469495,5.7600,-3.5000,-9.7300,1.1600,8.4458
51801,158.758857,-57.828667,3.1600,-5.5800,-4.5700,0.0320,8.8637
95477,291.319025,-24.508806,14.7800,63.6100,-51.9000,0.2350,4.9931
90405,276.700032,53.081882,1.4200,2.1400,-10.1400,0.0570,9.0851
38597,118.547575,13.582346,5.3900,-9.1600,-17.8100,0.9660,7.6318
51341,157.303912,-26.866803,2.5600,-9.3100,10.6900,0.9240,8.3682
67434,207.309199,-62.103344,-6.8200,-17.5500,-12.3200,1.2440,7.1045
117763,358.234293,61.002311,-0.4300,-3.0500,-3.5600,2.2830,7.9088
96449,294.135069,43.706089,3.7900,-1.4000,-5.1400,1.4760,6.0416
53007,162.666579,-61.269530,2.1700,-18.0100,3.9500,-0.0240,6.9475
53302,163.526881,-49.165524,2.3700,-8.4300,-13.4800,1.2830,7.5826
37582,115.688966,7.211430,3.8000,-27.9000,-0.5700,0.3370,8.4660
92912,283.957820,-18.533553,9.0600,-4.0500,-6.1500,0.4000,8.2056
30900,97.289735,17.496489,2.8800,-9.0600,-16.5100,1.5700,7.2131
39001,119.722404,-27.907064,3.1100,-5.1900,2.0300,1.2240,7.0022
26988,85.890824,61.037700,11.4400,7.4400,-79.0500,0.5440,7.4949
39404,120.834444,11.348681,3.6400,-22.1900,-8.0100,0.4200,8.5304
87436,268.003959,-9.978244,4.1600,21.5900,-9.9800,0.3490,8.7943
37524,115.527730,-30.186289,1.2700,-6.6600,5.0700,-0.1500,7.1144
78861,241.471135,-62.235367,2.5500,-31.1700,-5.2300,1.3820,8.4588
78136,239.323354,-29.996449,16.3200,-41.8400,-63.0200,0.5460,7.9186
72544,222.469191,-57.346593,-0.0400,-11.8100,-7.1000,0.1170,7.8253
92663,283.238296,-19.119257,4.7500,3.2500,-5.1900,0.1150,8.3013
35658,110.366304,16.721991,0.9300,6.9700,-14.9400,1.2100,8.1507
90394,276.661529,59.705616,4.6400,5.0100,-6.5700,0.9470,6.7304
49790,152.455858,-56.670613,3.7600,-9.7600,-2.1400,0.9700,7.5896
85849,263.149953,-68.067682,2.4700,-6.4300,-8.0600,0.1010,8.6512
76687,234.895369,-55.427091,3.1000,-2.9300,-4.6900,1.5110,6.3698
45807,140.114429,-17.424810,9.9700,-12.3800,-25.8900,0.7290,8.5959
51293,157.153949,-24.391496,12.6700,-111.6200,68.5900,0.5470,8.8078
36073,111.496679,16.973415,4.9500,-3.6900,-3.9900,0.1670,9.0264
80846,247.645643,-27.176510,3.9100,-12.2500,-11.7700,1.6630,7.1619
89963,275.331459,-16.373904,2.4300,0.9500,0.0400,1.2270,7.9309
100989,307.128172,43.523209,4.7900,9.5500,4.2400,-0.0040,7.7979
48962,149.824042,-20.173213,13.3300,-104.7200,-5.4500,0.5100,7.9851
72972,223.696487,-50.823172,2.6900,-33.9700,-7.7700,1.4910,8.0062
36260,111.998994,-2.882242,6.9600,11.8200,-13.9400,1.0110,6.5404
33039,103.249113,15.625036,1.9700,17.2800,-1.0300,1.2520,8.1625
79883,244.584754,-32.960046,9.9900,-13.9400,-13.4900,0.4050,8.2135
75609,231.727640,-55.528512,2.2800,1.0100,-2.0300,1.0890,8.0121
110923,337.099904,57.661807,1.1700,-5.3500,-5.7600,0.2550,8.3000
95964,292.721999,40.513641,4.0700,-31.3500,34.7200,1.0430,7.7191
96651,294.759406,32.758776,3.5300,-0.9600,-6.3800,0.0350,8.8017
55107,169.244245,-46.414648,6.9400,43.9300,-43.6000,0.2710,8.0908
26548,84.685327,70.364323,5.8100,9.9300,-30.3000,-0.0450,7.0882
94819,289.404128,-17.921971,7.0300,-13.0000,-48.1300,0.4150,7.9968
38410,118.035080,-3.054100,8.6800,-39.6100,7.5000,0.2760,6.9159
90721,277.637961,-20.287639,5.7600,-41.4500,-23.8400,1.2040,7.5670
95318,290.886344,4.209873,2.1500,5.9300,1.5500,0.4880,8.8844
39186,120.226495,-27.226509,15.5700,38.8700,7.2800,0.6380,8.3329
96546,294.420025,35.022491,1.9500,-7.6000,-10.2300,1.5590,5.8431
55276,169.812261,-47.494608,4.5600,-27.7000,2.6800,-0.4000,8.8727
10956,35.278894,80.726601,1.6100,16.2000,-7.0400,0.0680,7.8166
79513,243.375726,-51.617452,2.4000,-0.5800,0.6700,1.1440,8.2810
117077,356.009890,62.729773,3.9500,10.8700,9.4800,1.1400,8.3030
27758,88.122037,-2.285369,18.4000,-114.3700,-8.1300,0.5580,7.1147
19253,61.882835,85.621434,11.6100,30.8000,3.1300,0.5300,8.5828
90749,277.745119,-16.573475,3.3600,-1.1100,-1.5000,0.1540,8.5166
39272,120.463552,-44.599881,1.8700,-2.7800,5.7000,1.3370,6.0626
41576,127.153972,-41.174200,3.6700,-7.7800,14.8600,-0.0060,7.6269
14576,47.042229,40.955641,35.1400,2.3900,-1.4400,-0.0030,2.1363
70091,215.144665,-58.515975,1.2700,-9.4400,-2.9600,0.0720,7.8553
83413,255.736343,-46.752236,3.2700,-16.5400,-34.8200,0.4600,8.1184
52628,161.433779,-59.407807,1.1300,-6.3900,2.3200,0.2190,7.2646
92044,281.416017,-13.671430,3.9400,-1.8600,-40.9300,0.4000,8.1449
67932,208.679558,-59.645072,2.9700,-10.8000,-17.0000,0.9930,7.7715
877,2.692974,55.342770,4.8600,-11.2700,-8.3400,0.8780,7.7718
45730,139.843734,-8.353637,9.9100,-35.5600,18.7500,0.4660,8.2371
100557,305.859611,38.939143,0.1200,-3.5500,-6.7200,0.7370,8.1779
32693,102.313896,22.310748,3.5300,-1.0000,-13.0100,0.0380,7.4053
45158,137.994470,-19.747421,10.8500,-55.9300,46.4500,0.9770,5.3726
66431,204.285651,-42.781343,2.1800,-20.2500,-11.2300,1.5680,6.8197
83573,256.202817,-38.107316,1.1900,-3.8100,-4.9100,0.0950,8.4213
54022,165.784382,-30.182206,-0.1700,3.2500,-2.4100,1.5710,8.0012
66645,204.920096,-39.747622,2.9100,-14.4400,-7.8800,1.5970,5.6747
80763,247.351870,-26.432106,5.4000,-10.1600,-23.2100,1.8650,0.2691
45781,140.019851,-18.538829,6.2500,-7.0700,13.0400,0.4930,8.3566
77689,237.909893,-14.133615,4.7100,-20.2800,-7.0100,1.0100,5.8433
92292,282.154558,-15.295402,2.3800,-4.1700,-10.3900,0.2100,8.0975
87379,267.796143,-53.130266,6.4200,15.7900,0.6500,0.0100,6.1743
42682,130.493445,-50.809395,6.4000,-31.3500,16.1700,0.8730,8.6637
50235,153.843553,-58.736245,2.5300,-12.6300,6.5700,0.9510,8.6999
43493,132.879030,-46.541128,1.4200,-1.2100,4.4200,1.6590,6.9918
84879,260.203269,-42.658331,17.5400,15.2500,11.6800,0.5000,7.9390
67841,208.449231,-49.051206,3.7200,-25.1900,-15.1800,0.9880,8.0770
32389,101.396206,27.673242,3.5900,-5.2800,-0.8900,1.3390,6.2033
100859,306.759917,49.383627,26.5600,68.7900,58.4800,0.3390,5.6648
52273,160.214601,-35.741693,4.6900,-26.6000,5.5300,0.9170,6.0461
3289,10.490781,59.914719,4.5900,-2.3100,1.2600,0.2790,7.3998
38112,117.154039,-16.543904,1.0000,1.2900,-0.7900,-0.0130,8.9644
36049,111.438800,4.445480,6.0300,-13.4300,-98.3500,1.1040,6.7216
70960,217.716043,-53.687749,4.6000,19.1900,-10.1500,0.3510,8.8237
94690,289.011948,-24.717242,8.0300,9.2100,-4.0400,0.2320,7.5520
96477,294.210320,36.298500,1.1100,0.1300,-0.2800,-0.0610,8.9958
36339,112.194536,7.927562,7.6200,-55.0500,-39.3700,0.4960,7.8397
52071,159.608838,-36.285852,3.1600,-5.3900,-1.6600,0.1970,8.9424
33178,103.583688,-31.801613,2.5800,-13.3600,1.8000,-0.1100,7.0057
41422,126.734158,-51.498203,2.9500,-29.8100,28.1300,0.0450,8.5344
38074,117.035595,-40.652496,5.4300,-3.3500,-26.5800,1.5910,5.5257
92234,281.964283,-35.498131,12.6800,6.6400,20.3000,0.4630,8.1474
94261,287.799767,-28.534187,4.9100,1.1200,-10.1100,0.9580,8.2520
34016,105.873967,19.221998,6.9500,-12.6500,-17.7600,0.2680,7.5159
27409,87.060544,46.721671,3.0800,1.3500,-17.6300,1.2140,6.5719
49767,152.381300,-32.846504,24.3400,-202.0700,36.2400,0.5580,7.3068
97752,297.988326,37.375933,8.4600,18.1500,-2.4400,0.3570,7.6686
81121,248.519980,-47.617526,2.7200,-2.8500,-6.7000,0.0660,8.7678
82001,251.272911,-31.380009,2.1500,-0.4300,-6.9700,1.6370,7.6182
40735,124.723816,-42.526740,4.8900,-5.0700,-0.2500,0.9510,6.7691
53373,163.717505,-46.583189,-0.1800,-26.7400,2.6600,1.7110,7.3833
66722,205.156696,-44.330323,8.2500,-29.1800,-20.0100,0.0530,6.6405
101986,310.012741,43.458626,6.9300,-69.4500,-56.7400,1.1860,5.5329
100278,305.094213,-42.901128,2.6200,-25.3800,10.6000,0.9890,7.4296
67534,207.565497,-57.263408,14.2400,-297.7600,-321.2600,0.7390,8.1265
48245,147.537416,-60.002926,1.5400,-8.1600,-1.1100,1.0810,8.3493
42629,130.318755,0.958082,1.0900,0.2700,-2.6400,1.5980,7.0188
44212,135.090637,-9.124269,22.9900,82.8800,-166.3600,0.5370,7.6699
93368,285.263503,-37.060983,7.4500,-5.1100,-19.1100,0.0040,6.8239
54157,166.179888,-46.099181,7.3200,-41.7700,-2.9200,0.1880,7.9354
34652,107.655231,8.784964,0.9900,-3.4600,0.5000,-0.0030,8.4849
33849,105.400464,-33.358868,2.5400,-2.0600,-7.3000,1.0460,8.1828
84449,258.976538,-46.337207,2.3500,-2.3200,-16.2700,0.0840,7.8399
92852,283.812182,-15.748801,4.0800,3.8900,-8.3200,0.1110,8.0301
65745,202.156735,-64.244458,0.4100,-11.1300,-5.5400,0.0340,8.4180
2756,8.797119,62.989376,0.6900,-3.2700,-1.1500,0.5660,7.1112
92793,283.626516,58.735232,12.3800,-26.5400,-84.0400,0.3860,7.6356
18801,60.425531,56.176807,-1.1900,3.0300,-8.3500,1.2740,8.3549
74023,226.912073,-62.826308,4.2700,-9.3100,-24.2200,0.5160,8.0431
43115,131.706536,-39.496071,6.4300,-9.4800,3.9200,0.1260,7.6697
47858,146.317264,-53.434657,2.9600,-16.0400,0.2000,0.9800,7.9289
92723,283.420737,-31.992064,4.9900,11.3500,-14.6400,1.5910,6.1929
95620,291.736498,12.062005,2.6700,5.1300,-12.0100,0.1270,7.1031
41746,127.693086,-41.514941,6.0200,-48.4500,15.3900,0.9000,6.3165
28421,90.032639,-0.501792,2.9500,-1.9100,-0.5100,0.0520,7.9551
33705,105.040824,-31.141536,25.5700,19.7000,34.3700,0.4380,6.5208
54192,166.301244,-30.435619,4.2400,-32.2800,7.4900,1.0980,7.1084
74215,227.491808,-50.838281,0.3500,-7.8800,-6.0000,-0.0240,8.5346
114161,346.791568,60.832423,2.4800,-3.6700,-15.5700,0.3270,7.6010
51323,157.249811,-60.099499,1.7800,-15.4700,-0.8500,-0.0840,8.2377
116090,352.851331,61.461990,4.4600,12.3400,1.5200,0.0530,8.9656
36598,112.908228,-26.514968,0.4400,-2.9800,9.2200,1.6680,7.4630
209,0.660297,66.100440,-0.6900,8.0900,9.0900,0.0850,7.2632
78929,241.688206,-71.886663,4.5900,8.3400,1.5400,0.2070,8.4325
22529,72.721684,37.760656,14.3900,39.0600,35.7700,0.4710,7.1734
78486,240.331529,-31.889142,5.9300,9.6600,-1.2500,1.4540,5.7784
98158,299.227025,8.447424,1.2600,-1.0700,-18.8700,1.6550,6.6499
50377,154.292939,-66.591558,2.9100,-18.2600,3.4100,0.0380,7.8905
87661,268.576689,-25.962138,5.8800,31.6600,-0.4500,0.6000,8.8551
22788,73.524098,73.047519,12.8700,-4.6200,-161.0600,0.5240,8.0800
44119,134.783880,-5.842424,10.3100,-73.1700,144.3900,0.5280,8.4523
79235,242.566269,-26.909272,5.7300,-14.4900,-32.9100,0.0730,6.6519
50619,155.098377,-63.336685,1.6500,-16.0300,3.0100,-0.0230,8.0590
51330,157.272611,-36.905188,5.7500,-22.3700,15.8400,0.3980,8.0549
99340,302.446054,42.541332,2.8100,8.8400,-1.4700,0.2240,8.1520
39037,119.803054,5.251540,3.9100,-10.4700,-9.5900,0.9450,6.9133
95822,292.342545,14.595914,11.3800,50.7700,-23.7200,1.0500,5.1887
80198,245.590337,-31.251146,3.5600,4.6800,-8.8000,1.0250,7.8686
111829,339.773134,58.927481,9.2000,79.9700,-1.0600,0.3630,6.9583
18672,59.979252,70.450220,2.1000,-1.4300,0.9500,1.2630,7.8948
53806,165.138935,-51.947251,3.6500,-17.5200,4.5600,-0.0130,7.7412
31093,97.875005,-16.398263,2.4600,-3.0100,1.5700,-0.0260,8.9298
51807,158.768487,-55.410054,5.4400,-67.5200,-45.5300,0.8150,6.9404
70229,215.514337,-44.658807,1.7500,-16.6900,-22.7700,1.2200,7.3274
65848,202.477294,-65.502004,0.2700,-6.5500,-1.8500,0.0440,7.7868
68413,210.071862,-61.481185,15.3400,-64.4500,-35.2200,0.3330,6.4358
25991,83.202583,61.256806,4.9400,-4.1400,-1.5300,0.2780,8.7246
38145,117.254699,-42.526591,4.3000,-37.3800,23.2600,0.8970,8.0061
38714,118.888670,-2.190010,3.3500,-5.4000,-3.9100,0.0040,8.1280
91137,278.860773,-32.890737,5.4400,7.1100,4.4200,0.1220,6.9031
80587,246.802418,-22.128134,18.9800,-276.8500,-301.0000,0.5520,7.5521
76361,233.946801,-56.903887,10.2800,5.8100,-1.2900,0.5720,8.2306
47070,143.890709,-19.583552,11.5000,-27.8400,-35.4800,0.0690,6.3908
39974,122.448671,-42.640766,3.3300,-8.7200,8.4100,-0.0360,6.3766
67235,206.663510,-42.261772,2.8600,-29.7100,-8.4500,1.0250,8.1314
82285,252.207873,-52.470932,1.1600,-5.1200,5.2500,1.5140,8.0365
85663,262.592043,-40.598130,7.8100,-12.9400,-20.3400,0.5740,8.5937
96348,293.841009,34.688000,3.6300,-1.1700,-0.6100,-0.1000,7.2844
85907,263.330839,-46.764414,3.9600,-6.9100,-8.3800,1.1290,7.4890
52728,161.693867,-25.533883,4.3200,-54.6600,-11.4700,1.5120,6.7940
78654,240.845319,-66.620785,8.4000,-29.0100,-35.3900,0.1710,7.7003
66521,204.531770,-58.414765,6.9000,-0.8000,-26.7700,1.1130,6.0100
35476,109.843202,2.740646,6.2700,-2.1800,-10.7500,1.0690,5.5139
103447,314.371552,-3.236708,2.3000,-10.8700,-9.8300,1.5290,7.2717
22965,74.127359,46.451010,7.8000,-28.2100,-6.1000,0.4670,8.5399
5784,18.543923,58.812120,23.3100,18.8500,-47.5000,0.5460,7.0391
29545,93.388602,18.680274,3.5500,9.5700,-16.2500,-0.0850,6.7116
95868,292.475769,13.137503,3.4200,8.1000,8.0900,0.3310,7.6801
49977,153.045014,-27.260602,14.0200,-69.5900,4.4900,0.6870,8.2101
71133,218.215234,-47.201325,0.8100,-13.7600,-6.0900,-0.0110,8.5289
44454,135.847312,-5.939057,7.4900,12.9200,-26.6500,0.4690,8.6603
86531,265.250402,-47.859018,4.2900,21.2500,-17.2900,0.3370,8.8804
101121,307.468591,44.487279,1.2000,2.4000,0.8300,-0.0400,8.4002
2084,6.577967,61.534228,0.8200,-5.2800,-1.7500,1.7750,7.8604
85474,262.009359,-8.208950,10.9700,-84.7500,-129.6100,0.5700,6.2097
36616,112.951852,17.085711,10.8100,42.6500,-75.3900,1.1260,5.0338
91287,279.304336,-25.672516,33.1700,170.1600,-281.2100,0.6870,7.2295
47106,144.011990,-27.522000,6.0200,-41.1100,3.9800,0.1510,7.5373
49668,152.088387,-19.756681,26.4900,-147.6000,-328.8500,0.6220,7.0864
39625,121.456746,-0.573315,4.5800,-13.4700,1.0900,1.0580,6.0242
57700,177.498723,-40.276294,3.4500,-23.5300,8.0000,0.9960,6.9413
38039,116.949465,-3.529652,5.4800,-2.2800,-0.7500,0.1500,7.9522
41349,126.540183,-49.941520,2.6800,-0.4000,13.0400,1.4240,8.4503
96093,293.055467,6.680863,3.6400,6.6400,-13.0900,0.4560,8.7267
28772,91.132066,-19.728741,3.4300,11.7900,-1.3800,1.0250,8.2426
91431,279.688708,-12.051832,3.6800,3.5600,5.9200,0.3440,8.3416
97725,297.891398,-45.182688,3.8500,-7.5800,-15.0900,0.9670,8.4300
40896,125.189584,-14.363045,10.4400,-28.0600,17.0500,0.2960,7.5439
10560,33.985381,79.179129,6.1200,-11.4000,-8.4800,0.0650,7.1609
92667,283.247568,-11.437371,2.7100,-0.1200,-7.6200,0.1480,9.0045
52538,161.136185,-57.565351,1.2800,-4.3700,3.4500,1.2400,7.2984
74075,227.061585,-59.955403,18.5500,-193.5000,-177.7200,0.6530,8.6093
52430,160.774743,-58.147201,0.6600,-13.6900,1.3600,0.7260,8.3951
49481,151.536421,-20.948774,0.9900,4.1300,-14.9700,1.5380,6.7117
37274,114.813511,0.110349,4.5100,-10.6300,-3.5200,0.0950,8.0675
93595,285.914799,57.457198,5.6300,4.7900,3.7400,0.0410,8.5160
32004,100.302842,24.084272,1.7700,-5.1100,-2.4900,0.0170,8.7692
70300,215.759189,-39.511916,7.7900,-24.3200,-21.8100,-0.1850,4.5621
42706,130.551355,-54.153789,4.0700,-11.4600,0.7500,0.2110,8.6935
40924,125.280563,-34.894020,3.4200,-11.9800,9.6100,-0.0110,7.9931
82189,251.867262,-48.319502,1.9000,7.3300,-9.0700,1.6920,6.5728
2772,8.841423,61.864681,1.3800,-5.4000,-0.7600,1.3780,7.5710
9656,31.055051,51.967707,5.3000,27.5400,-18.0700,-0.0370,6.7713
37660,115.912937,-25.503828,0.2000,-4.2200,1.4700,0.0650,6.6251
49856,152.716607,-25.437855,3.0000,12.8600,-14.6600,1.5430,7.2857
83745,256.737044,-36.720332,3.1700,8.3500,-15.0300,1.5470,7.8602
96060,292.981656,14.316247,3.1800,4.8200,-8.2000,0.0890,8.6464
91550,280.045857,-22.663842,0.5700,-1.6400,-2.6500,0.0020,8.8163
38189,117.374112,3.220962,5.9100,1.0000,-9.3200,0.9740,7.3958
97986,298.701020,-39.404883,5.4200,-8.1900,11.1500,0.8380,8.2242
89933,275.251234,-17.151714,1.2600,-0.1100,-1.1600,0.3070,8.0547
88916,272.249639,-11.743821,4.3900,2.2100,-20.7100,0.1460,7.8125
94863,289.553240,-38.384985,24.0000,99.5300,-93.0000,0.8090,8.2168
33118,103.463829,14.752028,5.5900,-15.5500,-9.7300,0.9730,7.4771
69515,213.454219,-50.894827,2.0900,-20.8600,-18.0300,1.3790,8.4803
79780,244.230389,-71.906783,4.6300,1.0600,-50.2500,0.2340,8.0364
98717,300.758452,40.173132,5.4200,-13.9100,-8.3600,0.1460,7.6305
84709,259.744478,-34.990196,143.4500,1149.2400,-90.8000,1.0820,5.5183
40704,124.635754,5.184495,7.8300,-47.5300,-51.9600,0.4430,7.9541
82074,251.457816,-43.643106,2.1100,0.7600,-1.7600,1.1600,7.6573
54116,166.099779,-42.677592,4.4600,-2.1200,-3.3800,0.9270,6.7595
83340,255.480576,-37.301508,1.9500,-2.0600,-7.3700,0.0720,7.8047
99223,302.137710,10.053892,4.7900,-5.3300,5.2500,0.9500,7.1233
43125,131.756582,-44.074647,0.9000,-8.1600,7.2100,0.3220,7.4718
47864,146.330113,-61.038934,1.3900,-10.3600,7.5700,1.5920,7.8807
44019,134.472268,-42.524936,3.6700,-11.6800,7.9300,-0.1190,8.0408
65630,201.836046,-49.381304,1.4100,-3.7400,-2.8700,-0.1230,6.4150
4916,15.780582,70.321985,3.0000,-3.9300,11.9600,0.1150,8.0890
48494,148.346822,-17.926037,0.5500,-22.5800,13.8900,1.5310,7.1596
86784,266.002871,-52.612716,3.7700,-2.8700,-6.4900,0.0040,7.8854
28168,89.282425,55.946786,8.9300,31.1600,-112.2500,1.2000,6.5174
37645,115.879677,3.485508,18.9600,16.8400,-81.0500,0.5810,6.8114
69056,212.020071,-58.650789,0.1200,-1.3600,-2.8300,0.1200,8.8450
50924,156.005347,-31.529501,3.2300,-2.5000,-4.3900,1.0960,8.3325
100469,305.614802,-42.049913,13.3500,32.9400,-81.9800,0.0020,5.6824
99412,302.652885,37.458490,0.5400,-0.2700,-4.9000,0.0700,8.5537
34424,107.045900,-31.428212,12.1400,33.1400,-54.9400,0.4700,6.9514
13597,43.802506,59.829273,6.6300,-12.3600,-7.4100,0.2800,7.9655
84400,258.828216,-64.174082,3.0100,-2.5700,-14.2400,0.4400,8.7945
95662,291.887460,-31.384302,14.2500,-25.0800,-66.8600,0.6830,8.7376
68996,211.888836,-40.651184,0.8100,7.4400,-12.3800,1.3570,7.3376
86607,265.474498,-40.094382,2.0000,-4.9900,-3.3700,0.0500,8.7951
57375,176.436370,-52.690568,11.0100,-34.2500,-13.9700,0.3720,8.0360
42400,129.686499,-53.090285,6.4600,-26.0600,21.6800,-0.1000,6.5868
