# Hipparcos bright-star supplement for Gaia DR3 — generated by hipparcos-gaia-match
# Position propagated from Hipparcos epoch (J1991.25) to ref_epoch J2016.00 via Hipparcos PM.
# fitted_g_mag uses G ≈ +0.0222 +1.0109*Hp -0.4422*(B-V) when B-V is present,
# else the fallback G ≈ -0.2005 +0.9990*Hp.
hip,ra_j2016,dec_j2016,parallax_mas,pmra_mas_yr,pmdec_mas_yr,b_v,fitted_g_mag
1762,5.581632,53.600801,3.3800,-16.7800,-17.2300,0.4310,7.9695
97697,297.823915,9.629791,8.5800,7.3800,-21.7300,0.1020,6.2953
98152,299.204767,-30.570215,10.8400,25.3800,-7.4000,0.1840,6.5623
35865,110.910720,-22.969636,1.1000,-0.0600,5.1800,2.1000,7.8886
68423,210.105058,-36.021461,10.5400,-26.4600,-56.8200,0.4710,8.0630
20584,66.134630,75.464894,3.3300,-2.7700,-23.1000,0.1800,8.9701
86356,264.692898,-44.100453,6.7800,-10.9200,-33.5000,0.4800,7.7962
76444,234.189707,-32.581459,6.0700,-24.1200,-4.8400,0.5560,8.6320
44813,136.991708,-7.805057,4.6100,-46.7800,-2.7000,0.3230,7.3298
72024,220.992533,-50.671087,2.6500,-22.6700,-15.8100,0.5430,8.5063
59009,181.497822,-55.043648,3.6800,-3.3400,-18.4100,1.5360,7.8246
35981,111.230776,-30.839832,0.1800,-8.5200,4.7600,1.5900,7.9119
49034,150.062623,-68.149995,3.0200,-15.6900,-8.6200,1.0080,7.6335
39591,121.351774,5.827446,1.3600,-9.7800,-9.0300,0.0310,7.3174
80992,248.108998,-20.752133,2.5000,7.6000,2.1300,1.4290,7.7809
115244,350.142966,58.277608,1.8700,1.2300,-2.8400,0.5520,8.5225
54602,167.625601,-52.554980,1.0600,-7.9100,1.0700,-0.0090,8.9324
24027,77.456759,75.480580,5.0400,12.0400,-57.5200,1.0610,7.3573
16447,52.954313,49.401089,1.5200,-1.6800,-0.9800,0.0750,6.4690
42048,128.553656,-42.102579,4.4200,-3.0800,-11.9000,1.2120,6.8356
115841,352.024388,61.920341,3.4100,13.0000,-0.5200,-0.0180,8.2388
34583,107.435166,22.364553,3.8300,20.7500,-10.3200,1.4000,7.0457
44325,135.408301,-1.476380,6.7900,-16.3300,-12.9100,0.1470,7.3975
93132,284.585497,-24.876869,2.4800,10.6400,-2.5600,0.0550,6.6901
43235,132.109073,-2.520940,4.5300,-19.9900,-8.9500,0.9280,7.0017
65820,202.399505,-45.482732,1.6000,-11.3700,-6.2900,-0.0380,8.7632
98373,299.791448,-41.833262,6.0500,13.5400,-82.3200,0.5650,8.1326
30420,95.942263,-15.071249,2.0700,0.0700,1.7700,1.5340,5.6823
66777,205.299623,-48.318402,1.4900,-2.2600,-0.4100,1.6660,7.0494
44269,135.223580,-4.511710,7.3800,-58.1400,37.4700,0.3360,7.5970
78807,241.326191,-55.811221,0.5600,-8.3300,-5.5300,0.8400,7.2225
90096,275.800641,-12.014843,5.3300,-8.1400,-19.6200,0.0060,5.7919
34474,107.177520,10.024037,1.3600,-7.3100,3.7400,2.7000,6.7438
69175,212.397659,-47.474052,8.7700,4.7800,-24.4100,0.8600,7.9618
75395,231.084057,-52.715561,1.2200,-2.4900,-1.5600,1.5800,6.8852
98610,300.438375,44.118985,2.9300,-11.2600,-13.7200,1.6200,6.3317
848,2.599544,58.489434,10.3500,-98.5500,-10.4400,0.4730,7.6375
6238,20.013230,52.666036,3.5100,10.2800,-18.1900,0.2230,8.2434
89992,275.429628,-17.897598,1.3200,-2.1100,-0.4300,0.4410,8.7940
51123,156.666156,-33.683217,8.7000,-31.1800,-7.1800,0.4260,8.2952
83105,254.736692,-46.129014,0.4200,-0.1100,-3.7400,0.1550,8.1320
86547,265.296893,-41.691760,5.6000,6.8300,-8.6100,-0.0760,8.6789
94730,289.136587,-33.522319,0.3600,10.3300,-0.4100,0.6920,6.3680
33203,103.664733,17.684364,2.6000,-1.2200,-7.8400,1.6500,7.0463
32431,101.543156,23.371425,3.1200,-11.1500,45.1400,0.8390,6.2323
95435,291.189374,16.956958,8.0100,36.7000,-14.4500,0.1480,6.8714
33856,105.429752,-27.934810,2.6800,-6.0100,4.6400,1.7290,2.7858
22793,73.556799,60.588231,3.2600,-2.0900,6.3700,0.2280,8.9185
72756,223.100425,-46.759963,2.5500,16.1100,-3.8500,1.6690,6.2090
71046,217.946029,-44.806731,1.9600,-6.4000,-7.0700,1.4800,6.6059
21544,69.385077,60.090340,5.9400,-0.6600,2.2900,0.0290,7.4396
47470,145.147763,-65.098311,4.0800,-6.2000,10.2100,0.1100,8.3338
91267,279.243225,-19.139878,4.6900,-2.1300,-5.4700,0.2940,7.9694
7813,25.131508,81.429812,3.3400,-9.2700,-1.6000,-0.0050,7.2424
25810,82.687987,39.825758,7.0800,23.3700,-35.6300,0.9860,6.0359
90185,276.042780,-34.385167,22.5500,-39.6100,-124.0500,-0.0310,1.8454
98639,300.516869,34.472909,3.3200,-10.6000,-4.9700,1.5500,7.9094
35792,110.742247,-3.892473,7.1600,-26.2000,-45.5200,0.5140,7.2757
69000,211.891979,-31.875888,-0.5900,-9.1300,-31.7500,1.3520,8.0374
26942,85.757107,56.581650,16.2600,16.0900,28.7000,0.9510,5.7177
33992,105.794249,21.174829,3.0500,1.0900,2.0800,1.0220,7.3341
14476,46.705184,67.410498,11.1300,-32.2100,-1.8100,0.6350,7.7479
51675,158.355335,-22.584780,4.4300,0.4400,-8.4100,1.4240,7.7629
96957,295.641721,11.826536,4.3400,3.4300,-10.4900,0.5750,5.1056
90784,277.823608,-14.113979,3.3500,1.5600,-1.3100,0.2500,8.7572
79806,244.316035,-24.223273,4.5200,-9.9800,-7.8300,0.3200,8.9082
86765,265.933905,-3.918948,33.3600,-107.9600,-242.7600,0.6760,7.4770
84010,257.586843,-46.738432,1.4600,1.4800,-4.8000,0.2870,6.6988
50919,155.978982,-59.513279,1.2200,-6.8500,3.3900,0.3240,8.3504
89623,274.350694,-9.758784,7.5800,4.8200,-46.4100,0.3820,6.2119
30049,94.843842,23.274500,0.3800,-0.6500,-1.7300,0.4420,6.8526
83073,254.627144,-27.112532,4.9600,-27.4500,-36.4600,0.3720,8.5718
98847,301.101381,-30.166139,1.2400,1.7400,-13.1400,1.4910,7.0155
91506,279.921001,-35.972607,3.7700,7.5600,-12.5000,0.9860,8.6743
2971,9.461811,80.157960,2.9300,8.8800,-18.5800,1.1830,8.2840
53226,163.310777,-30.096574,13.4300,-78.3000,-38.8600,0.5440,7.8690
26236,83.846327,59.763391,5.1400,-1.9000,-2.0400,0.2000,8.1525
20881,67.125989,73.693192,4.4800,16.2100,-44.0400,0.9970,8.5381
82517,252.974500,-65.375517,3.4400,-1.1700,-13.3800,-0.0280,6.2214
40450,123.880919,2.832130,5.0000,-0.8900,-13.2000,0.0460,7.5837
41234,126.210711,-14.838957,2.0900,-2.5700,0.1000,1.5560,7.7248
74898,229.604647,-65.604258,2.7800,-30.3600,-39.3100,0.4520,7.8996
78465,240.267329,-27.048043,12.0100,-47.9100,-46.4900,0.4060,7.5459
99054,301.659758,7.558050,7.9400,4.1200,-17.6900,0.1630,7.6028
79541,243.462472,-30.212351,5.7100,-3.7500,-37.3900,0.5760,7.4505
48996,149.939593,-59.273930,1.4900,-11.4500,6.6800,0.0070,8.7837
66105,203.264200,-45.530399,2.9200,-22.0200,-2.5600,1.1580,8.2950
37250,114.753375,-41.535565,7.8800,-9.4600,6.3400,0.3800,8.6694
51140,156.703732,-54.877280,2.0400,-13.7100,5.0100,1.5560,4.9751
43623,133.271899,-16.952697,7.8100,-52.5700,-50.7400,1.0820,6.0439
10350,33.338865,74.027557,7.4400,47.0700,-36.8300,0.9150,5.9358
84576,259.335459,-30.164483,6.1500,-25.3400,-7.5400,0.8200,6.6956
68474,210.285464,-37.470190,3.8400,75.7200,-39.5600,1.2760,6.4131
95664,291.891317,14.282462,3.9100,7.0700,-4.2900,-0.0680,6.4311
96482,294.218535,10.377537,3.6900,3.5900,-0.9100,0.1880,8.2185
36223,111.891446,-21.146029,0.7300,-6.3300,1.0200,0.7570,7.3199
85250,261.306066,-34.430213,13.1300,-1.2500,-56.0300,0.9620,6.4609
475,1.424196,58.312535,21.0300,65.9800,-162.9400,0.6360,8.0507
95991,292.776807,-29.495277,7.1100,-20.6200,-56.6600,1.5120,6.8849
91616,280.266144,-37.654053,1.8600,-12.8300,-30.0700,1.5000,8.4572
43107,131.682316,-39.907872,1.7900,-9.6100,5.1300,-0.0810,7.1951
67885,208.552186,-51.400041,4.5800,-25.6900,-4.7800,0.0790,8.2768
79257,242.647054,-33.431588,1.2800,-17.2500,-7.9400,1.0840,8.4187
23195,74.872090,71.607748,4.4500,-10.5800,-25.7900,0.1490,7.9021
46740,142.896103,-51.251851,8.6400,-24.7300,13.3200,0.2500,7.9889
48916,149.681924,-29.304777,3.3200,-3.7200,-2.0600,0.9370,6.6944
67663,207.946635,-46.898732,2.7800,-15.6900,-14.8300,-0.1530,5.9228
102397,311.243606,40.411775,1.0600,9.1200,5.4000,1.4110,7.8799
78659,240.870336,-60.486900,0.8600,-4.8600,-3.6900,0.0510,8.4913
39651,121.537934,-36.406433,2.7100,-14.3000,-9.2500,1.3820,7.6905
89164,272.948340,-16.893934,2.5100,0.1100,-0.3800,0.1620,8.1794
48873,149.529499,-62.585253,4.1500,-29.2800,23.5200,0.9330,6.5546
81311,249.106145,-43.744805,6.5300,-14.8200,-15.4200,1.4000,7.5006
66960,205.861318,-57.731836,2.4500,-10.2700,-5.6500,-0.0130,8.8735
76396,234.048834,-65.114799,4.5600,-46.7600,-44.4500,0.1000,7.2364
75819,232.327750,-49.953463,18.5500,-224.1200,-86.1100,0.7700,7.4456
52245,160.119368,-46.083313,1.6500,-19.4600,4.1900,0.0110,8.1855
96177,293.335125,32.576904,3.1200,2.8200,-16.3000,0.2900,8.9922
28381,89.930882,-2.335774,1.8700,-4.8400,2.9400,-0.0170,8.7741
51246,157.011820,-57.198448,3.2100,-10.6500,2.9100,-0.1410,6.9891
40929,125.288675,-52.587549,6.0500,-21.8400,-20.3300,0.2530,7.0070
80674,247.063070,-59.928892,1.2500,0.0200,-7.3100,0.0220,8.4941
53574,164.406859,-41.132352,10.5500,80.9900,-43.9400,0.4050,7.8395
28144,89.215076,-1.164712,0.5300,2.3600,-5.9300,0.0410,7.9398
49164,150.500334,-60.420873,1.0200,-7.4200,3.9000,0.2630,5.9006
41722,127.618551,-12.633686,1.9700,-9.0100,0.7300,0.0780,7.8627
35081,108.832556,-31.938824,3.9600,3.9300,-19.9300,1.1500,8.2581
67557,207.648038,-59.049457,1.2200,-2.7600,-0.5300,1.5560,7.8259
80980,248.058612,-32.139563,1.9600,6.8900,2.7900,1.2970,8.3245
83534,256.099657,-65.651066,3.6600,-4.6400,-10.5000,0.0260,8.4923
18207,58.407122,52.562218,10.0800,115.4800,-113.8900,0.5400,8.3156
4962,15.904176,61.074809,2.1600,-1.5400,-2.9600,0.5120,5.7804
40218,123.211248,-36.228118,3.2000,-7.6200,7.4000,-0.1290,7.7824
46917,143.441980,-36.931170,0.4300,-3.9500,4.9500,1.6020,8.3312
41769,127.765756,-14.012046,4.3300,-10.6400,4.5700,0.2400,7.4676
54919,168.699840,-45.304037,2.2600,-9.7200,-4.6700,0.0960,8.6635
95486,291.343108,-24.412122,2.7500,2.9500,-4.0500,-0.0020,7.3724
93255,284.936247,-34.471353,6.8400,40.6100,-67.4700,0.9600,7.7861
35068,108.777511,16.673352,3.1500,-1.7900,-3.6100,0.0310,8.4294
87074,266.903145,-14.725902,6.3900,-22.1900,-17.5800,0.0090,6.0130
97312,296.650608,7.055645,15.7400,40.5400,-8.0600,0.5900,8.0508
91004,278.472843,-24.032314,0.9500,-2.9900,-7.1000,1.7950,4.7784
22371,72.240518,69.771109,4.9000,11.2100,-20.1700,0.1190,8.4411
90050,275.629456,-10.325975,3.4000,-4.9900,-8.3100,0.3610,8.6070
81336,249.174456,-62.632282,5.4600,-2.6600,-4.3400,1.5500,8.1318
86589,265.436905,-50.749865,6.7700,16.1200,5.5600,0.4650,8.6823
98585,300.377932,-34.122607,3.3400,-0.8700,3.3000,1.1700,8.1280
116493,354.087589,62.429902,2.0300,-5.4300,-4.5700,0.0670,8.1507
40862,125.076881,-50.967547,2.5300,-14.5400,6.3500,0.1680,8.6519
80049,245.089790,-25.115020,7.2200,-5.4900,-8.8000,1.3930,8.4843
69648,213.817795,-58.780368,2.1500,-3.6500,-0.7200,0.2940,8.2929
91944,281.133254,7.487677,4.9100,5.2400,-10.1300,1.1650,8.5345
96995,295.713276,35.750172,2.2000,1.8000,1.6700,1.1600,7.4045
30300,95.598666,-16.730492,2.5100,-3.9000,3.6700,0.5790,7.8232
96419,294.042073,39.336828,4.4500,8.8400,19.3100,0.2880,8.2046
63499,195.167773,-62.666187,7.6000,-59.9000,-69.2500,0.8850,8.1327
45339,138.592675,-18.675017,5.3200,-5.8800,19.7900,1.1710,7.2379
47153,144.129542,-11.274188,5.8100,-2.6800,0.3900,0.0560,7.6501
36605,112.919066,-26.901391,2.0600,-5.1200,3.7700,-0.1550,8.9059
68441,210.174466,-41.875552,1.9700,-7.7200,-0.5500,1.6120,6.7093
96695,294.870633,37.683685,1.3300,0.9700,0.2000,-0.0600,9.0358
111543,338.966753,56.070571,9.2800,14.1100,-0.7200,0.1070,6.4144
89468,273.876189,-23.117189,0.4100,1.0900,-8.1400,0.0470,8.7357
70358,215.929558,-60.212874,0.9900,-37.0500,-13.3400,1.4880,7.1685
96958,295.642768,40.026590,3.5700,9.0300,10.8900,0.0370,8.0325
117851,358.545887,65.783780,2.6500,-13.6500,-2.9900,0.1360,8.4335
56744,174.516092,-41.053011,3.9900,-32.4100,-1.5600,1.0180,8.6400
102360,311.100169,39.749150,3.1100,31.4600,16.5400,1.0430,7.7090
100873,306.797821,38.881770,2.5500,8.9500,2.5300,1.1200,8.0692
5484,17.549051,45.985386,4.6200,36.3400,-7.5400,0.1560,8.1315
31900,100.017461,-17.293659,2.2600,-0.4700,-2.2100,0.4930,7.3557
99376,302.555616,43.945924,19.4500,14.3500,78.8800,0.6690,7.2173
1042,3.255211,62.728055,2.9500,19.6500,-5.5300,1.0990,7.4214
26968,85.841551,59.703684,8.1000,-15.6400,-25.2700,0.5900,8.5260
4446,14.230974,68.775501,16.7300,97.5900,-35.0500,0.3750,6.3161
51480,157.725987,-26.095727,1.2200,-23.4800,4.3400,-0.0760,8.5677
92299,282.184100,7.936486,-0.1800,-0.8100,-2.3800,0.1540,8.1526
67575,207.707408,-38.136911,10.2100,8.1900,-19.7200,0.4660,7.8428
59689,183.609040,-66.524589,-1.2400,-4.9500,-0.3300,-0.0080,7.5368
94113,287.365580,-34.300787,4.5300,5.1700,6.0100,1.6290,7.8542
98823,301.034710,7.278023,6.1900,14.2400,12.9700,1.0630,5.1223
96393,293.966843,-20.921805,11.7800,54.6500,-14.9500,0.5400,8.7604
103348,314.078066,42.768640,12.8500,-35.9000,-18.0500,1.1170,6.2812
96340,293.795541,35.705487,1.1200,-0.9800,-2.5000,-0.0920,8.2311
95191,290.468304,7.102389,6.7500,-11.3800,14.1200,0.4600,8.2498
24137,77.759900,39.282156,8.1800,36.9000,21.3400,0.7610,8.0763
5890,18.920109,59.292104,2.5300,9.6200,-2.7500,0.1600,8.5645
78951,241.756903,-62.762726,4.0200,-4.1000,-9.8300,-0.0280,7.8186
71456,219.193240,-59.413420,-1.4600,-1.4400,-2.8100,1.5150,7.4902
36618,112.955519,1.165004,3.6900,59.1400,-36.3500,1.0080,6.7540
94811,289.381186,-17.821734,2.3500,8.2900,6.6500,1.5370,8.0466
98950,301.356910,46.671801,0.8600,-2.7800,-3.7700,0.2210,8.3656
91691,280.468190,62.961503,1.0500,-10.8900,11.9200,1.4400,8.1198
85782,262.927450,-41.039604,4.6500,-3.3600,-9.7800,0.0600,7.2642
57216,175.982919,-52.599004,11.9300,41.7000,149.6700,0.6140,8.1514
44564,136.199187,-2.208283,1.1100,10.1000,-16.0300,1.3340,8.2778
25943,83.047076,34.940142,1.9900,-0.0700,-1.2700,0.1000,8.9246
37906,116.514257,-23.141756,17.3600,-107.5700,-23.3500,0.5090,6.8230
38296,117.694862,2.468804,17.4300,-17.4700,-62.6600,0.4140,8.1691
75427,231.149712,-48.582083,5.1100,-9.4200,-12.4100,0.0730,7.5819
43244,132.153359,-49.228653,4.2900,-33.5100,0.5400,1.0900,7.3041
48237,147.511349,-28.885442,4.4200,-38.5000,-30.9800,0.9510,7.2139
55696,171.180177,-39.006809,2.6000,-19.1600,-1.5900,1.0500,8.6359
60499,186.044752,-53.571507,3.6100,-35.1300,-8.3200,0.4380,8.6134
95408,291.125806,-27.866018,2.4800,11.0700,-16.2600,-0.1170,6.1698
99968,304.230368,40.365067,3.2600,2.0100,-1.8900,1.6500,4.6201
1717,5.397762,57.328031,1.8700,2.6100,-5.2100,1.5100,8.3213
24056,77.536640,56.714702,2.0100,0.4200,-0.2400,1.2720,7.8908
53617,164.543935,-29.239981,5.1100,-22.8800,-15.8800,1.2300,7.2017
39504,121.118400,-13.135923,1.9200,-4.6000,1.8400,-0.1250,8.2153
68865,211.528519,-61.514485,5.5100,-8.5600,-7.7600,0.0270,9.0984
81498,249.695434,-29.892895,21.4100,117.7100,-85.4100,0.5850,8.0631
1925,6.072796,60.453048,2.8200,7.9600,-2.8600,0.0670,7.6250
52562,161.196382,-59.413352,1.4900,-7.7100,3.2600,2.3900,7.6188
46790,143.017632,-57.685497,13.9200,-48.8900,-72.9700,0.5490,8.8271
71874,220.510186,-46.297975,1.5900,-12.2300,-6.2300,-0.0150,7.4692
42504,129.989799,-53.054634,7.6100,-25.8100,21.4900,-0.1470,5.3237
30655,96.615823,-19.325045,4.1600,11.0000,-12.0200,0.2130,7.1257
50941,156.055977,-24.606204,14.5500,-342.3900,70.7700,0.6650,6.9259
78635,240.792866,-26.629783,4.1500,-5.6000,-5.8600,0.1630,8.4721
90029,275.542233,-22.238853,3.0400,2.7600,-4.7700,1.5550,6.7143
97132,296.116290,7.960878,10.0800,26.7000,2.0200,0.4010,8.2961
85077,260.815890,-42.510741,1.4900,-11.3900,-30.5100,1.1690,8.0779
32186,100.801748,-15.833374,6.3100,-36.9800,8.4100,1.2160,7.2483
81265,248.968086,-25.381678,4.1100,-21.1900,-28.3500,1.3240,8.2823
89544,274.063795,-9.809668,6.1200,33.9000,-13.8400,0.2940,7.7571
41965,128.305897,-13.621596,-0.6500,-4.7700,0.2700,1.3570,8.2576
41240,126.222493,5.350600,1.7900,-2.5300,-8.6500,1.4500,7.7514
87809,269.063295,-25.672839,1.1200,-1.1500,-9.2800,0.0650,7.9494
80890,247.768091,-49.981231,-0.4300,-17.8400,-17.4300,1.5730,7.8992
45370,138.690356,-52.297010,2.1600,-9.1300,9.2500,-0.0540,8.8815
18300,58.695568,83.544910,3.0300,10.8200,-13.5400,0.0190,7.7574
50233,153.823922,-55.689462,2.5300,-13.2500,0.4800,-0.0260,8.0402
19377,62.262869,71.343679,2.9400,-5.8700,-0.9700,0.0430,7.6861
20690,66.478140,57.494818,22.2400,-62.7500,-65.9400,0.6710,8.4093
22879,73.824420,70.632186,12.2700,132.8600,-264.0800,0.5700,8.7572
38395,117.988510,-31.636413,1.6400,-5.5600,6.0700,-0.1480,7.9930
48466,148.234912,-26.755514,10.2900,11.7400,22.9400,0.3750,7.6607
89047,272.632658,54.287649,20.0000,108.1600,246.8700,0.9430,5.6404
82943,254.248853,-38.433480,4.8700,10.7700,-20.1600,0.4330,7.7260
93494,285.607253,9.633062,2.6000,-1.8300,0.9800,1.1480,6.9954
60068,184.766390,-66.659675,8.9700,-52.1000,-18.3200,0.4750,8.1724
41898,128.154521,5.717724,6.6200,-36.5300,26.4500,1.1180,6.8772
83059,254.582309,-33.609138,2.5400,3.6900,-6.7700,0.7650,6.9221
65722,202.109127,-60.386275,1.6000,-6.7900,-2.3100,0.1000,8.8842
81493,249.675752,-68.721008,4.9700,-15.8000,-30.1900,-0.0480,7.3523
43154,131.841430,-39.799674,1.6900,-20.7000,17.9400,0.0450,7.5437
72471,222.278548,-56.668360,10.4500,-105.7500,-119.5300,1.1070,5.8105
43717,133.553160,-43.498920,1.8300,-5.6600,7.9100,1.6400,6.3431
42015,128.463370,-10.964478,6.1000,-13.0700,-3.2700,0.1110,8.6569
85700,262.699810,-37.437086,9.2100,-5.2100,-25.6000,0.1060,6.9405
93578,285.882669,8.293710,5.7800,8.5600,-13.4400,0.9230,7.1858
39467,121.004682,-15.673871,4.1400,-6.8900,3.1400,-0.0920,8.6759
56588,174.024836,-48.229323,4.5600,-35.6800,6.4400,1.0670,7.2738
40824,124.990378,-51.941624,13.2500,-44.0400,50.6200,0.2630,6.7296
22220,71.685380,40.312425,7.3600,8.9900,-37.1000,0.9340,5.6646
49706,152.217678,-61.886158,4.1500,-16.4700,3.7200,-0.0200,9.0181
93649,286.059124,-22.896537,4.4800,-4.3400,-4.5000,0.2060,6.7346
38357,117.839071,-43.774170,4.0400,-12.5800,10.7400,0.0250,8.4624
74375,227.983243,-64.972413,6.7700,-2.9200,-39.5000,0.6170,8.4028
82866,254.023690,-51.897324,7.0200,8.2200,5.9400,0.9640,7.7945
113370,344.417001,55.997576,8.5300,28.5800,-13.8400,0.3800,8.0729
75306,230.789670,-51.736086,1.6300,-7.4300,-5.7400,1.1450,6.2688
67380,207.144995,-40.080095,4.1200,-2.0600,-3.7800,1.0890,8.3053
92184,281.823874,-30.861775,5.7000,-2.4800,-17.5400,0.4060,8.7488
32726,102.401107,13.190463,1.6500,-1.2900,-11.0700,1.3140,6.9422
42192,129.045093,-40.226961,0.1000,-4.9100,3.2900,0.0400,9.0522
74242,227.582689,-48.995836,3.2400,15.8300,5.7500,0.9860,7.6533
45819,140.137802,-49.907200,4.0900,-20.5300,4.1200,1.0700,7.8285
100775,306.491746,47.968399,5.7900,29.8900,1.0900,0.1770,7.8392
793,2.458018,53.526449,3.5700,-17.0400,-30.3200,0.9550,8.1422
104233,316.781590,38.314847,2.6000,-7.0800,-16.4100,0.0090,8.0550
92469,282.667179,-22.266427,-0.5300,-0.0500,-3.0200,1.5070,7.6251
70758,217.060721,-60.129217,10.4000,-25.4900,-17.2600,0.6200,8.7149
93149,284.615863,-34.214683,5.9600,1.9900,-4.6600,0.0400,7.2730
49723,152.278858,-58.040442,1.1900,-9.0300,6.4300,-0.0600,7.6306
34782,108.016814,-30.821262,21.0200,-43.6000,23.1100,0.2730,6.0681
82561,253.134726,-38.436115,2.3600,0.2800,-2.5900,0.1600,7.5131
56319,173.199903,-40.435934,5.9900,-74.9000,58.5500,1.5780,5.0260
23170,74.770775,63.368384,12.1200,-41.0500,-6.8400,0.5790,8.2174
49138,150.423948,-60.112923,1.4300,-7.6700,3.9100,-0.0050,7.9500
84462,259.012029,-68.321798,1.4400,-1.8700,-16.8500,0.3980,8.8130
34094,106.039775,18.668769,5.6200,10.1600,-7.4900,0.1020,7.3669
51461,157.663555,-61.356415,4.0200,3.0500,13.3600,1.6500,5.7726
98156,299.209037,44.271147,1.9000,7.1800,4.8200,-0.0420,8.0371
41954,128.273035,-56.396597,2.8200,-7.5900,3.5400,-0.1090,7.6422
68323,209.789952,-45.469284,15.8500,-50.4800,-68.5700,0.5080,7.2581
6864,22.080303,42.782169,3.0500,-12.1600,-12.9400,1.1980,7.2765
41345,126.529450,0.229907,0.2900,-7.6100,-29.4800,0.0270,8.6738
69385,213.050707,-59.804457,0.4100,-1.9300,-2.9100,1.5990,7.4935
72917,223.532377,-58.909998,3.2800,-5.3000,-5.6700,0.1400,8.9878
55478,170.435273,-49.902154,3.4700,-20.6400,-2.1600,0.9200,8.4609
77690,237.918678,-71.159688,1.5700,-8.7000,-8.5500,0.1120,8.7676
34545,107.356094,18.549869,3.1200,-11.2400,-0.4000,-0.0450,8.5338
100575,305.935906,-35.129303,4.5200,-13.5200,2.9000,0.9600,7.2706
46847,143.195546,-57.094264,0.7200,-7.8200,7.1100,-0.0560,7.2649
60099,184.874828,-53.025228,1.4300,-12.9800,0.6300,-0.0470,8.7268
98298,299.590294,35.201570,0.5800,-3.8200,-7.6200,0.7300,8.6359
75149,230.374160,-60.889792,2.5000,-4.4300,-2.2900,1.5080,7.8875
75400,231.092129,-47.866032,4.2700,-18.7400,14.2300,1.1720,7.7733
82245,252.057573,-24.526705,2.8300,-10.6400,-12.6200,1.6950,6.4300
41471,126.881919,0.828672,11.4200,105.3400,54.5400,0.6190,7.4011
33247,103.759187,-11.770525,0.9800,-5.0300,3.0700,-0.0730,8.2833
81746,250.457956,-45.369148,35.1800,70.2500,-94.5400,0.6530,6.8402
47448,145.047569,-34.303405,4.0700,-11.4500,-2.1500,1.0750,8.4732
48259,147.572759,-55.271216,1.0800,-12.0200,5.7000,0.0260,9.0483
100609,306.023273,44.701260,6.7300,-13.5800,40.0000,1.0800,7.0760
76000,232.820965,-65.943331,1.1800,-2.3000,-4.9100,-0.0460,7.3717
93361,285.250421,-33.231652,5.7500,27.7700,2.3700,0.3480,7.2379
89148,272.920808,-2.726420,4.8100,-6.2700,-35.3600,1.1620,6.8476
101877,309.670880,43.426945,2.2400,20.9800,16.0700,1.0420,8.5990
72250,221.620545,-47.441181,9.5900,-39.7900,-14.7400,0.0660,5.7957
50489,154.645461,-35.765817,21.1200,-23.2600,-109.2000,0.6320,7.4459
80255,245.759663,-71.918685,6.2600,1.0300,-52.5500,1.2570,7.3111
90516,277.042277,-21.238710,2.6000,3.5600,-1.5300,1.8920,7.6166
81743,250.451495,-73.432898,4.2800,-6.8800,-24.2800,0.0970,8.6732
92511,282.797873,-26.018588,0.9400,0.1700,-4.5800,1.2300,8.3845
99035,301.604385,39.098812,2.5600,23.6100,30.8100,1.5460,6.2735
39399,120.813116,-27.271061,2.3000,-12.3800,1.6900,1.0060,7.7557
40947,125.350816,-39.620685,14.8900,7.3300,6.4700,0.1720,6.1633
80614,246.896588,-52.476753,3.0800,-4.5600,-10.5700,0.0240,8.3112
98999,301.483992,35.672054,-0.0200,-2.4900,-6.3700,0.2040,7.3016
37708,116.040154,14.173158,2.6200,-16.6200,-12.8200,1.5810,6.7028
116237,353.274389,63.122700,5.3400,-60.4600,-2.6800,0.5450,8.8188
93799,286.539233,-31.695346,3.7000,-0.2700,-14.1600,0.0350,8.2962
96092,293.052918,9.334281,2.2100,9.5400,-0.6500,0.2000,7.0506
102314,310.958786,39.459542,2.6300,-11.8800,-17.8300,0.9810,7.4028
48958,149.809212,-12.753786,5.5600,-46.9600,12.6100,0.2960,7.8573
98722,300.770219,-35.321173,5.1100,-2.5700,-24.5300,1.0180,7.8717
27293,86.750076,51.520694,6.7800,-14.0800,-39.7700,0.8980,6.1657
79189,242.426330,-33.489177,-0.4400,-13.5800,-4.4400,1.6300,8.1470
64423,198.065850,-62.713995,2.3100,7.1800,5.0800,1.0110,8.2994
36771,113.447402,13.407817,8.0800,8.4700,-48.9300,0.6790,7.7183
19588,62.976129,63.040645,8.8300,75.1000,-52.6800,1.0270,6.9275
20982,67.499725,83.340832,10.7400,-46.7200,101.9500,0.8550,5.1738
84174,258.103958,-64.994141,7.6700,-45.2500,4.6700,0.4930,8.7104
91806,280.790021,-18.159582,3.0400,2.0100,17.4800,1.3060,8.4722
50253,153.916959,-51.256661,-1.3900,-8.7000,6.7500,-0.0430,8.1083
87559,268.314127,-5.929033,4.5700,10.4500,-30.9800,1.2660,6.3973
115691,351.587263,61.086843,0.3700,-2.0700,-1.4500,0.3360,6.5457
77779,238.228648,-59.062037,15.8600,-80.1000,-106.8800,0.5260,6.9267
20974,67.466576,69.378156,2.6700,13.3300,-35.1200,1.6660,5.9879
97232,296.419480,36.088654,2.9000,6.1400,1.3100,0.0240,7.2497
