# Hipparcos bright-star supplement — generated by hipparcos-gaia-match
# Position propagated from Hipparcos epoch (J1991.25) to ref_epoch J2015.00 via Hipparcos PM.
# fitted_g_mag uses G ≈ +0.3780 +0.9685*Hp -0.5216*(B-V) when B-V is present,
# else the fallback G ≈ +0.1472 +0.9499*Hp.
hip,ra,dec,parallax_mas,pmra_mas_yr,pmdec_mas_yr,b_v,fitted_g_mag
63003,193.648203,-57.177981,8.6400,-30.4500,-13.5500,-0.1800,4.3749
27369,86.950462,-72.702148,8.4500,-6.8000,24.4800,1.0730,6.1522
32619,102.086537,-43.056223,6.8400,-7.6600,-3.3500,0.2000,8.1959
65835,202.427976,-23.281285,1.6200,-60.7300,11.0100,1.3170,5.8894
87138,267.060637,-65.570745,2.7800,-0.6700,-16.1900,-0.0560,8.0583
101741,309.317614,21.803767,4.7300,-6.9200,-13.5700,0.1220,8.4787
33603,104.737588,3.602340,3.5200,-3.5900,-3.6500,1.0560,5.5994
56247,172.950093,-60.606362,1.0900,-4.8200,1.4300,0.0390,7.3501
103511,314.568118,22.325891,8.2100,-2.6000,-4.0800,1.4190,4.7708
45587,139.368306,-66.557701,8.8100,19.1300,-9.7300,0.5000,8.6205
82378,252.506010,-41.621253,1.3500,-0.9100,-1.6200,0.0630,8.0834
116871,355.335427,14.772189,5.5500,46.4500,3.1700,0.4110,8.5507
24799,79.750189,33.748270,7.2800,13.6200,-29.6300,-0.1670,5.6756
69722,214.076528,-33.241307,13.4000,24.2400,3.4700,0.2940,6.5876
12330,39.700712,50.761710,1.8100,3.4500,-2.8400,0.1060,8.5355
53685,164.767924,-53.539099,26.0200,-101.7300,26.5300,0.5010,6.7121
67942,208.704445,-67.652161,2.5700,-16.8200,-14.5900,1.4900,5.1599
86552,265.317736,-46.921862,4.9400,10.7700,-7.6800,-0.0040,5.9779
30760,96.952577,-62.149823,12.6600,0.9500,24.7900,0.0880,6.7338
28832,91.290738,7.127994,2.1300,5.0800,-5.9500,0.0370,8.2035
48822,149.387363,-51.917540,1.2000,0.1600,10.9900,1.0800,7.6885
4053,12.977532,32.366976,1.6600,1.8000,-5.6700,1.6500,6.9941
74680,228.938566,-14.693057,5.5200,-0.3700,-33.1900,-0.0720,8.3184
32487,101.696767,10.734585,5.5500,-6.5600,-5.8300,-0.0750,7.7195
8882,28.591611,-42.497068,10.5500,-34.3200,-28.3400,-0.0600,5.3680
103359,314.106420,50.728510,18.7500,40.3600,-21.2200,0.3370,5.8485
32810,102.597278,-31.705994,4.5400,-1.7000,15.1200,0.0940,5.8881
32222,100.903336,-73.118618,7.7600,12.4300,-98.2800,0.9600,6.0368
82671,253.498859,-42.362034,-1.1300,-0.4800,-2.1700,0.4440,4.6983
11033,35.520801,-17.662412,6.4700,9.0200,-58.1200,1.2310,5.4403
50591,155.024297,-31.615849,5.1700,-29.1600,-11.9900,1.0310,7.5300
69157,212.353741,-34.883112,11.1400,-58.3500,-49.1900,0.5200,7.6319
78869,241.486351,21.212754,3.8900,-10.4900,-23.4700,1.1140,8.2809
33341,104.010751,-35.701655,4.7400,3.2900,-0.5300,1.1430,8.2173
54061,165.930752,61.750886,26.3800,-136.4600,-35.2500,1.0610,1.5775
109754,333.469912,39.714992,5.7900,37.6500,15.5500,1.3850,4.0138
103849,315.644897,26.157462,9.9000,-4.3200,6.5500,0.5710,7.5956
27629,87.742110,27.967910,8.6600,-3.0800,11.5600,0.9780,5.2914
38783,119.077668,-60.526392,2.6200,-4.3300,10.5900,1.5540,5.1265
76495,234.354116,-68.499190,7.7900,-45.8900,-47.9800,0.4840,8.2608
24872,79.994319,16.730875,4.3700,-11.2200,9.1600,1.5100,7.7257
66753,205.226194,-85.786131,12.7100,-87.6500,-21.0300,0.1830,5.6673
87137,267.059704,-51.447457,8.6400,7.3700,-0.4900,0.4510,8.3652
5131,16.420846,21.473122,13.6700,44.3000,-14.3200,0.0030,5.5385
81112,248.491531,-52.212716,5.1900,8.8300,-19.2700,0.8860,8.1674
76171,233.371159,-49.000750,4.3400,-8.9700,-9.3300,1.1520,7.2442
96081,293.022957,25.596520,12.6100,48.6500,44.7300,0.4560,6.7937
78294,239.806975,-53.651861,2.9200,3.0200,-4.3200,1.5710,7.7423
29581,93.502086,33.244237,1.6200,-0.6100,-8.9300,1.6610,5.8940
28556,90.415495,16.934124,4.3000,-6.3100,-2.9000,1.2130,6.8540
7943,25.514795,35.245604,12.6100,49.4100,-24.6700,-0.0590,5.8614
29813,94.178784,-3.460124,2.1200,-0.9500,1.0500,-0.0300,8.7517
50559,154.913434,-30.995594,3.5600,-22.2500,15.9500,0.8900,7.0903
111459,338.727026,50.996497,2.5800,4.5500,3.9700,0.1490,8.9101
24130,77.742127,-2.254741,20.6600,85.6100,-150.5500,0.9840,5.9081
38712,118.880944,8.862467,26.2100,-6.9200,-89.5100,0.3690,5.8609
85815,263.020965,-61.950926,3.1100,-23.3300,-58.4800,0.3680,8.5538
101810,309.478195,18.268835,9.1600,36.2300,61.1800,1.1620,5.7959
46240,141.408994,22.632252,6.8500,-21.1800,-0.2200,0.2480,8.8779
28168,89.282409,55.946817,8.9300,31.1600,-112.2500,1.2000,6.4831
52430,160.774750,-58.147201,0.6600,-13.6900,1.3600,0.7260,8.3283
79660,243.849523,-51.016875,4.0200,-3.9100,-3.0900,1.4040,7.8778
29596,93.559117,-49.817107,16.4000,110.4800,-217.7300,0.7120,8.5390
101899,309.747855,30.333992,8.4400,-27.4500,-65.5400,1.0880,5.3115
84889,260.229067,-53.572404,2.1400,-30.5400,-30.4000,1.0440,8.5498
28067,89.008149,11.521805,4.0400,-5.6800,-10.7100,-0.0660,7.7245
88277,270.399708,33.311347,3.3700,22.0200,19.5400,1.5490,5.5553
81945,251.076885,-49.772285,2.1700,-1.5400,-2.8500,1.6030,7.3285
36732,113.331626,-19.412817,11.1500,24.1000,-70.2300,1.1210,5.2556
82910,254.146109,57.188002,11.9000,27.4800,-16.3000,0.6000,8.6555
89527,274.023187,2.377397,4.6200,-6.8300,-28.6100,1.5500,5.4773
41538,127.060603,0.243826,5.6300,-11.3800,-28.2100,1.1600,6.8429
84941,260.396097,-79.064994,5.2100,8.3800,11.8400,0.3160,7.3897
38425,118.075698,-48.685288,3.1200,-5.5800,8.0400,-0.0520,8.8697
97886,298.365501,24.079765,9.0800,22.7800,36.2900,-0.0470,4.8285
99124,301.860568,36.567753,0.3900,0.1400,-2.8100,1.7790,6.5007
115907,352.253662,-44.498124,6.1200,37.6300,-13.3700,1.1770,5.9914
67923,208.668572,-66.896873,10.5500,-23.5900,-27.9400,0.1390,8.9638
18471,59.217299,22.477493,22.3100,69.4300,-114.8200,0.3450,5.6409
49095,150.311178,-39.450699,3.9100,-28.2400,14.1300,-0.0400,7.4010
7359,23.704573,18.460237,5.4600,30.1000,-65.9200,1.5360,5.2909
50780,155.537063,-49.293531,0.9800,-8.8100,1.2200,-0.1390,7.7723
38718,118.898564,-15.578923,18.0200,-109.8400,-29.1400,0.8950,6.6906
102110,310.390965,35.730882,3.0200,-3.1900,-14.0900,-0.0530,8.2020
85162,261.054489,-44.162702,4.3100,-6.8700,-30.4100,-0.0520,5.3444
111009,337.348734,-4.188087,0.7500,-0.6000,0.7700,1.0960,8.5033
72921,223.542832,-66.420805,23.0500,-263.9700,-172.7500,0.5800,6.8355
47901,146.437347,-47.331326,6.0100,-52.4800,43.1600,0.4000,8.7211
90037,275.577160,-38.657012,6.4800,-42.2800,-28.2800,1.4980,4.5262
30326,95.681620,-2.195550,1.4900,6.3300,-31.9400,1.0990,7.0878
27661,87.857328,32.124690,5.6200,7.4400,-0.9700,1.7520,5.5463
42795,130.801329,12.680885,3.1700,-9.9800,2.1000,0.4350,5.5940
96966,295.651098,28.348246,4.2200,21.1400,20.0300,0.5400,8.0767
26261,83.891257,38.019719,3.9500,-1.1700,-3.6000,0.0070,8.2094
107288,325.976805,27.846872,12.1200,100.8900,-1.4400,0.4500,7.3682
37904,116.512868,-67.431913,2.3700,-0.1000,11.5000,-0.0030,7.8853
12272,39.503508,7.695103,12.1100,87.6800,-41.5300,0.4310,6.3515
62058,190.788015,-56.176272,7.8800,-31.1600,-11.3900,-0.0740,6.2178
92117,281.619227,-0.961783,12.6200,20.0000,-21.7900,0.1310,6.0141
86384,264.773168,-55.051949,-0.8400,4.4600,-2.7000,1.7160,8.0928
46778,143.001552,-67.329077,2.4300,-6.9000,-7.2300,1.0990,8.2500
28874,91.439831,-24.195661,3.6300,9.1200,-21.6600,1.4440,6.1524
102034,310.151832,31.357891,3.4000,11.4900,-16.0500,0.0970,7.9978
40112,122.895758,-56.359633,6.9800,25.5400,26.4700,1.0230,8.5027
23939,77.176188,15.103785,2.0300,13.3300,-9.1400,0.1040,8.0523
27639,87.760349,37.305386,6.8600,36.9600,-44.7600,1.6210,4.1037
29559,93.420701,-66.679812,8.2000,-2.3600,55.3300,0.4650,7.1860
84177,258.115898,10.585063,4.2000,6.0600,-25.2200,1.5930,4.6994
1473,4.581558,36.785047,23.1100,-66.5100,-42.4800,0.0540,4.7177
34867,108.219186,-53.894503,11.8400,46.4300,-14.8000,0.5820,7.6674
27941,88.686382,13.854728,0.3700,-0.2900,-2.4100,0.0080,8.0249
59218,182.179292,-44.926034,2.0400,-14.4700,-4.7000,-0.0340,8.2114
112595,342.057239,41.531927,21.6500,-157.0100,-137.2900,0.6640,7.8183
82567,253.169391,-48.502814,5.9700,-22.3300,-55.6700,0.5950,8.5225
39446,120.959707,-22.698288,2.7400,-2.4500,-1.4600,-0.0610,8.7098
38131,117.206273,-56.007904,13.3200,-134.4900,27.1600,0.6300,8.7270
45890,140.352358,-24.812286,8.7600,-39.3000,20.1000,0.2990,7.7956
83794,256.877053,-59.667253,6.4300,-6.3400,-21.4400,1.1400,6.9889
13559,43.665311,42.697583,1.9100,1.7500,0.8200,1.4270,7.1104
26713,85.155407,-2.825228,1.9400,1.7000,1.9500,-0.1940,6.5032
76689,234.899434,-23.800824,7.4300,-18.1800,-11.5900,0.3870,8.0209
101458,308.436594,57.797643,3.5100,-6.9000,4.8700,1.0290,8.3543
111200,337.922470,-10.905727,14.4900,71.0800,-39.7700,0.2900,6.4154
27283,86.727592,56.923810,5.2400,8.5700,-27.7800,0.1410,6.8805
57644,177.302847,-57.691546,6.5500,-23.4900,3.2300,0.1000,6.9697
5625,18.065856,-10.940211,2.8800,-11.6200,-3.8800,1.0900,6.9569
48191,147.366550,-37.186732,8.0100,-88.8600,8.0600,1.2450,5.4911
59364,182.692018,27.281465,10.6000,-10.4400,-9.6000,0.1230,6.1345
97114,296.050799,53.998586,1.8300,-6.1500,-15.7200,1.5990,7.8730
85743,262.827873,-56.749095,1.8500,0.0100,-6.6400,0.1330,8.3374
40702,124.633480,-76.919277,51.4000,109.8400,106.9200,0.4130,4.0850
27754,88.116456,-35.360997,4.2200,-1.8900,4.8600,0.0960,8.5891
96052,292.943013,34.452953,5.2000,1.0600,-3.5800,-0.1500,5.0469
96667,294.804194,-16.907777,8.4100,30.4800,24.2100,0.3240,7.2983
18169,58.284874,-6.633752,2.3100,2.3600,-2.0000,-0.0880,6.7772
44590,136.260410,-64.289476,1.8600,0.8600,-4.5900,1.4360,6.9992
106870,324.671759,-4.150526,2.5200,-10.9400,-30.2300,1.6080,6.0572
81904,250.948268,-38.156526,4.6400,-9.7200,-43.2000,-0.0540,6.2655
10644,34.269262,34.223205,92.2000,1151.6100,-246.3200,0.6070,4.7489
5485,17.549697,-8.906299,8.9400,-19.6200,-39.2000,1.0290,6.0396
34413,107.014291,-11.923265,0.4400,-6.2200,2.8200,2.5500,5.4884
112680,342.268947,27.358005,1.5600,-1.7200,4.9400,1.3600,8.1816
37943,116.655011,1.857690,5.5500,-0.3200,-9.5500,0.1030,7.5298
31091,97.868816,-22.037770,0.1100,-4.1100,1.8400,-0.0160,8.5701
8604,27.749072,54.050587,1.9600,-2.6500,-2.9300,-0.0380,8.7171
109946,334.006420,11.796372,3.4900,18.3700,27.1000,1.1740,7.7847
72752,223.094125,-65.793749,5.5600,-30.4100,-16.9500,0.5280,7.9958
107368,326.201866,39.542878,3.0400,-24.3500,-16.4100,1.0890,8.1583
94834,289.454162,11.595475,7.7200,0.2500,12.6200,0.1960,5.3894
26442,84.403133,-4.934109,2.3400,-0.3400,3.3700,-0.1610,7.3867
57963,178.334396,-65.404412,2.3900,-10.8300,-0.1400,0.0050,7.4841
69605,213.689471,-38.381278,5.0100,-20.4000,-17.2700,0.3170,8.6288
63649,195.680024,-72.431770,1.3900,-7.4100,-0.8800,0.0320,8.8937
75143,230.349774,31.367337,1.9000,-8.3300,-11.5500,0.9670,7.7377
90344,276.497482,65.563368,10.2800,106.5200,-27.0700,1.1790,4.4311
85974,263.560921,-24.875900,1.9900,2.8200,0.6700,2.2670,6.9822
64873,199.460306,-50.197202,2.5500,-29.5500,-14.1600,0.3780,8.2193
68708,210.986854,11.282351,8.9300,-83.8800,-27.0400,1.1680,6.2576
82222,251.957696,-80.363113,5.7500,-9.7400,-33.0000,0.4780,8.0509
88566,271.254170,-35.414679,4.1500,-1.8000,-18.4800,0.0350,8.4176
57947,178.268993,-58.253526,11.6700,-58.1200,-11.0300,0.4810,8.0300
106241,322.787597,28.366204,3.9300,-5.3500,-10.7500,1.1040,7.7438
14285,46.030485,87.026152,6.3600,-31.9200,14.6700,0.3790,7.7829
77685,237.896585,-37.437126,4.4500,-4.5300,32.7500,1.4150,6.5937
12478,40.153903,44.091183,3.8600,5.8800,-7.7500,-0.1090,7.5726
46223,141.362480,-6.404585,14.2900,-37.0000,-15.3600,0.2800,7.0210
114398,347.528164,7.362431,4.8500,18.7400,-12.9700,0.0230,7.5231
48374,147.919301,-46.547580,3.0100,-24.4100,9.8000,1.1720,4.2024
40334,123.531669,-61.441861,5.2200,-27.6300,53.2500,0.2280,7.7261
29417,92.965877,-6.550295,2.7100,-3.5400,-1.8300,-0.2010,5.3834
41752,127.707186,-17.464303,3.6900,1.3400,3.6900,0.9400,8.3813
25987,83.185510,39.571555,4.9000,0.6100,-1.9800,1.0470,7.9381
42913,131.176151,-54.709255,40.9000,28.7800,-104.1400,0.0430,2.2248
11135,35.822197,38.252709,2.9300,3.1900,-5.5600,-0.0110,7.2891
101868,309.633023,24.115926,6.6100,9.9900,-7.8000,-0.1330,5.3479
22950,74.069872,-56.426457,3.7400,6.6800,36.5200,1.2940,7.0151
28652,90.754748,-52.113910,5.1100,-25.3400,4.4700,0.4000,8.3821
33868,105.456278,-11.300908,1.1000,-3.6800,4.0100,0.0160,6.7036
50068,153.338690,-58.362976,1.1100,-5.1000,4.0900,0.4000,8.3434
86640,265.552532,-55.938280,3.2600,2.4500,-45.4300,1.2360,7.7233
108206,328.834598,-34.645517,1.8300,25.8000,-9.9600,0.9720,7.8707
44293,135.311124,-2.561822,1.9700,-126.4000,-57.6300,1.1280,7.0533
1845,5.832241,9.348699,9.7200,20.2700,-20.1500,0.5240,8.8017
43136,131.793606,4.357975,4.8700,0.9500,-3.8700,0.0170,7.5166
64026,196.805493,-52.016539,12.4600,32.0600,-10.7300,0.4820,8.5040
75139,230.331909,23.180972,10.4800,21.0600,10.0700,0.4380,8.3720
51101,156.604279,-30.012427,4.2700,-30.2500,-1.9200,0.3900,8.3002
100019,304.381310,44.894682,7.7000,-26.3600,-77.6400,0.4210,8.6908
99728,303.538819,33.686258,2.0600,3.2200,-1.6700,0.0310,8.6908
86268,264.406724,-71.344893,2.4200,23.4300,-26.2700,1.0940,8.1557
27749,88.102256,-52.055305,2.6700,7.2900,-21.4700,1.6190,6.1386
9715,31.245419,50.956038,2.8200,-4.9600,-8.4200,1.0150,8.1776
32200,100.821379,-66.500990,2.8700,-1.8100,6.3800,-0.0250,8.1874
25964,83.085833,49.393285,8.5800,3.7200,-29.7700,0.4700,6.6411
45080,137.741879,-58.966837,7.7900,-17.6700,14.1400,-0.1900,3.7990
102804,312.406915,50.127103,2.7300,-12.8500,4.9500,1.6240,5.8261
53037,162.774787,-18.332185,5.8800,-41.4800,6.7800,0.0920,6.6833
60870,187.138223,-56.408759,23.6800,-232.7500,-226.3000,0.9200,5.8543
48356,147.869638,-14.846694,11.9200,18.6800,-21.8800,0.9180,3.8797
76063,233.017171,-38.622837,18.6400,-51.0800,-70.5000,0.2120,6.3011
84605,259.414682,-26.629121,7.4500,-4.9800,-23.5900,0.0200,6.9630
29121,92.113948,13.930858,1.5200,-6.0800,-2.3700,-0.0520,8.8988
103272,313.824869,42.513465,2.6100,5.5000,-3.3000,-0.0710,7.2235
50078,153.366283,-51.755759,10.2500,-53.2700,6.9500,0.1360,5.9049
49801,152.484455,-60.219470,1.0400,-6.9500,4.1000,-0.0550,8.9391
8918,28.702066,-6.592415,10.8500,62.6200,-43.5400,0.5430,7.8524
112655,342.230346,-63.718383,3.1100,2.3400,5.0300,-0.0470,6.7074
29324,92.756490,-10.773365,3.9400,-4.9900,-3.9600,-0.0060,8.8457
34092,106.036173,-64.489932,4.7500,-6.2900,7.2900,0.0750,7.5832
113241,343.978659,54.253935,3.8400,68.9200,40.5700,1.0400,7.8449
66577,204.709755,-33.111305,3.0100,-14.9300,-6.9300,-0.0420,7.1793
29963,94.612174,-48.038637,1.6500,-4.8800,-0.2400,1.6180,6.7299
85975,263.570046,-48.526622,6.9300,-33.3700,39.6200,0.9530,6.0018
106784,324.431707,21.957857,0.7200,-6.6200,-1.6900,1.4100,8.0878
46670,142.729992,-74.769890,4.9500,4.8700,1.3100,0.5370,8.0395
65053,200.018533,-76.419182,4.3500,-12.8400,1.3600,0.0600,8.3270
33717,105.069736,-60.862654,4.8200,2.7500,18.3900,-0.0480,7.8701
61691,189.687540,-53.617878,4.1100,-15.4800,-8.7300,0.1240,8.9813
116410,353.846886,2.226654,25.8200,112.2400,317.2100,0.7200,8.1571
44801,136.949880,-9.853651,2.9000,-10.9100,5.0600,0.0340,7.9435
36618,112.955502,1.165014,3.6900,59.1400,-36.3500,1.0080,6.7285
45769,139.992926,-27.776383,0.0600,-19.0200,6.5500,0.0440,8.3838
104404,317.260198,48.745803,1.4100,5.7600,1.4300,-0.1150,8.7476
111684,339.374545,-20.378402,9.2000,37.4900,-44.6300,0.2100,7.5999
39734,121.825119,-20.554335,2.6700,-10.3600,1.6500,0.1000,5.4879
51839,158.866307,-78.607738,7.8900,-38.0000,11.5300,1.5800,3.5344
46676,142.737482,-15.738651,7.3000,-47.7100,24.7900,0.7000,8.2257
86865,266.220075,37.868979,3.7200,-3.7500,6.5000,0.0000,8.9394
209,0.660291,66.100437,-0.6900,8.0900,9.0900,0.0850,7.3068
96948,295.624663,1.586275,24.8100,159.0600,-60.0900,0.6640,7.4309
81731,250.406573,-27.809836,7.2400,15.6800,-38.3900,1.1190,6.1089
36252,111.972814,-52.082097,3.8300,-3.5900,8.8400,-0.0080,8.3916
30489,96.135109,4.186561,1.8300,-5.2400,-4.0100,-0.0860,7.5122
25502,81.807870,15.257588,7.0700,-5.4900,-10.0800,0.0830,6.3200
43712,133.538080,-49.127394,1.9400,-10.6900,-2.9600,0.0600,8.7629
32336,101.246361,-67.825977,1.4400,-12.3800,2.7100,0.8970,8.2101
38947,119.527828,-31.251540,2.2900,-7.6000,7.8800,-0.0130,8.9462
52515,161.064217,-53.036034,1.2400,-11.4500,6.7600,1.2980,7.5457
33550,104.589526,6.167140,2.2200,-4.5800,10.4200,2.7360,6.0693
102711,312.173659,1.527613,1.9700,13.0400,4.4700,1.4170,7.4352
9022,29.039294,-49.836388,5.1300,14.3600,14.0000,-0.0810,6.5895
26182,83.724828,-4.110419,2.8800,-5.5600,-0.3200,-0.1390,6.9781
26475,84.472214,15.915935,7.8700,15.7700,9.8200,0.5410,8.1439
80624,246.941740,-81.961569,5.6200,-36.8900,-44.8100,1.0930,6.8585
47401,144.865845,67.272069,6.0000,-27.7500,-38.6700,1.5280,5.3532
97815,298.153176,48.106168,3.5200,8.1300,0.4100,0.0530,8.1564
9934,31.969642,35.553709,13.0700,-45.3000,-22.7900,0.3090,7.5095
48343,147.813330,60.616850,6.1300,-17.2800,7.9200,0.6870,8.0194
105584,320.785255,48.518816,11.4000,107.7500,-25.8000,0.4410,7.6828
56890,174.940958,-63.477807,-0.7000,-4.6000,0.8700,0.0720,8.4273
20075,64.567009,-20.715180,3.1200,4.8500,19.1700,1.5970,5.3559
47422,144.937863,-62.942846,5.2300,-17.7400,18.5300,-0.0840,6.6201
950,2.934230,-35.132646,45.8500,169.0100,113.7500,0.4590,5.2135
3025,9.632787,-20.296545,5.2500,21.2600,8.0000,-0.1290,6.9632
5518,17.664249,68.778506,10.2600,35.2600,-27.4800,-0.0140,5.5377
104962,318.904918,47.973983,2.1000,2.2100,-2.8300,-0.1290,6.6920
78180,239.446587,54.750206,29.5700,-150.1800,106.4700,0.2690,5.0414
58001,178.458456,53.694807,38.9900,107.7600,11.1600,0.0440,2.6891
105464,320.432881,-30.148740,2.5700,9.2300,-9.7300,1.4950,8.2081
109412,332.500775,-28.292335,9.2400,29.3600,24.0200,0.1470,6.5384
46443,142.085517,-9.986889,6.5100,1.0300,-3.5800,1.0140,6.4154
66022,203.039250,-57.734742,9.0700,-11.3900,-33.2300,0.4890,7.9774
45044,137.618984,-26.286886,2.4100,-8.1100,-1.4700,-0.1120,7.6807
86043,263.762992,-62.111078,4.9600,-5.3100,-30.6900,0.2100,7.0672
95121,290.264086,5.111295,3.2500,-15.6900,-60.0500,1.5950,6.3836
110933,337.144010,58.540018,4.5300,20.6400,11.3300,0.1450,8.0406
73638,225.783689,-12.857646,6.3100,-3.3600,-4.0800,0.0560,7.7965
35846,110.868491,25.050413,21.1700,-66.5900,-28.4400,0.9020,4.7887
32775,102.504269,-60.248697,30.1600,4.8000,107.9200,0.4570,6.0571
70654,216.768155,-74.417344,2.0100,-10.7000,-6.3000,0.0200,8.4060
71995,220.855618,26.527781,3.6700,-13.2900,-16.6800,1.6720,4.1546
45754,139.949661,-34.103380,4.7900,-12.7900,-9.7200,-0.0870,6.6217
85788,262.954593,-46.036794,1.6200,2.5300,-2.6200,0.8050,5.8078
108440,329.508400,43.149623,5.0700,32.4200,-7.2300,0.1190,7.8604
41222,126.165969,-32.924041,1.9800,-18.7600,-0.7300,1.4520,7.3589
19721,63.398896,-40.357635,3.2600,10.6900,30.9100,1.4680,5.7719
48436,148.125485,35.524626,2.6300,-10.0100,0.9800,1.5950,6.2577
66826,205.440519,-63.231140,1.9200,-10.4900,-4.8100,0.1200,8.2957
108885,330.851765,30.037389,3.1100,9.4000,-7.1500,-0.0560,7.6515
33733,105.115407,-65.908153,13.5500,-23.5900,131.0600,0.5970,8.0857
31897,100.011910,-80.813370,8.0700,-5.0800,53.3700,0.2140,5.6996
21042,67.668051,-35.653374,8.9200,1.5100,31.2300,1.0050,5.6163
25926,82.986449,51.237770,0.9800,-3.3200,-4.0200,1.1300,7.2847
27265,86.689593,15.822484,3.7100,5.3600,-3.0400,-0.0610,6.2207
40104,122.887404,-89.004501,5.4200,5.6000,-20.5300,0.2910,8.2162
59934,184.403296,-66.968570,8.5500,-7.4400,-7.2700,0.4810,8.6885
80953,247.946737,45.598447,14.4800,-7.8900,39.8900,0.1250,5.7460
54981,168.869732,47.479473,4.9400,24.5800,-5.3200,0.2400,7.5552
72041,221.040442,-51.938056,10.7900,7.1100,-5.7800,0.6070,8.4679
28432,90.064809,8.956096,5.6600,-4.2400,-19.6500,0.3710,7.8840
38733,118.946688,-27.113661,5.3600,-13.2300,-42.8600,1.0830,7.5029
41375,126.613226,-3.987786,18.8300,-34.2800,-73.7600,0.2180,5.6878
38438,118.123882,-54.367131,2.2300,-5.4400,8.0100,-0.1510,5.9771
78915,241.628847,-40.450192,9.6400,-2.1400,-7.1300,0.7350,6.9871
113792,345.657629,-18.541731,11.7500,34.0600,-6.5600,1.0000,6.4227
1254,3.931766,-35.150327,3.3600,2.7100,-11.5000,1.2140,7.9285
7607,24.498534,48.627745,18.7600,60.9000,-112.4200,1.2750,3.1898
93117,284.542762,-83.422253,5.8400,16.9000,-13.0300,-0.0330,6.5451
52487,160.963146,-64.249025,3.2300,-16.3500,4.0500,0.0120,5.9309
98630,300.481466,31.117583,1.5300,4.3900,3.7600,-0.0760,6.8193
126,0.408987,14.632354,2.9400,37.2600,7.1100,0.9690,7.6786
76423,234.117432,15.101464,6.2700,-3.4100,9.5500,1.2000,6.0569
29931,94.523347,14.382877,5.1200,-4.7800,4.3100,0.0350,6.2869
52457,160.853454,23.188439,15.7200,-116.6600,8.2700,0.0420,5.2760
17296,55.538697,63.216887,6.2700,-16.9700,19.3400,1.6510,4.4174
10234,32.899265,-1.825568,9.2000,-11.2700,-33.2400,0.9670,5.6264
44660,136.502779,-25.108200,6.8400,-35.8000,2.9000,0.4020,8.7588
91405,279.627977,-23.504975,7.0100,-0.5300,-19.6000,-0.0180,5.9852
103660,315.045176,19.961480,13.7500,85.4900,23.4400,0.4220,7.2085
117452,357.231915,-28.130701,22.7300,100.0300,-104.0400,0.0010,4.8228
85461,261.962868,-54.545916,12.1300,-0.0300,-86.4200,0.9930,7.9179
96772,295.056208,26.995304,4.0600,1.5200,-5.3900,-0.0570,7.4971
28297,89.713173,-38.073948,1.1700,9.0400,-9.0700,1.6480,8.1186
67071,206.190005,-25.501026,4.6200,-57.6400,-22.1700,1.3740,5.6756
109888,333.838130,30.973187,0.7200,5.6100,12.3400,1.2160,8.4311
72155,221.377298,-37.956901,16.0100,-96.3400,-55.0800,0.6090,8.1666
40344,123.554998,-35.489928,14.3800,-46.1600,21.9100,1.0240,5.4321
27364,86.928794,13.899544,4.0800,3.5200,-13.2700,-0.1560,5.5730
61715,189.753503,-62.529503,6.6100,-19.5400,-8.4200,0.2320,8.6054
30815,97.116494,16.238184,15.4900,-91.1500,-48.5600,0.8940,5.9551
7999,25.681243,-3.690344,2.7100,-11.6700,-34.3800,1.3780,4.4823
116022,352.634100,64.392288,7.9000,35.2800,2.7300,0.2230,7.2832
115666,351.498802,27.707083,7.2800,-6.7300,-13.5400,0.6990,7.5289
40830,124.998088,-78.328381,5.5700,-24.0900,29.2600,0.2710,8.2170
54645,167.768141,-11.265888,3.7200,-32.6300,28.4400,1.0920,7.1980
91017,278.506690,-37.707971,2.7100,7.4100,-4.2800,1.0830,8.0646
101530,308.639018,57.927891,0.8900,-4.5500,-3.5400,0.1090,8.1465
29495,93.228884,-27.735153,1.7200,-1.2000,-20.3000,0.9260,7.6816
86501,265.156813,43.470902,8.4100,54.6200,56.7900,1.1990,5.9122
99968,304.230367,40.365067,3.2600,2.0100,-1.8900,1.6500,4.6213
100542,305.794908,40.874939,-0.0200,-4.5500,-4.5400,0.7740,8.2064
107504,326.600725,-32.714804,5.0100,31.0000,-25.3500,1.3410,6.2255
9227,29.648931,47.039475,4.5300,8.5400,-11.5500,0.8590,7.7650
60390,185.736466,-52.390039,3.5800,-13.4400,3.2300,1.2010,8.2065
31685,99.440295,-43.195950,7.7100,-0.4300,-3.9900,-0.1030,3.5018
102106,310.386775,15.385891,6.0900,14.3200,3.3000,0.9830,7.4776
81743,250.451501,-73.432891,4.2800,-6.8800,-24.2800,0.0970,8.6564
30336,95.715590,-64.542874,8.4300,-29.6800,98.1300,0.5420,7.9982
42457,129.847651,-9.577675,4.8600,-20.5500,1.7600,0.1000,8.7323
62616,192.458139,21.640843,5.0100,-10.2800,3.1000,0.2490,8.4512
85424,261.839055,-47.941403,0.0400,-6.9300,-0.4500,1.0110,8.0828
2560,8.132925,18.794558,6.0100,-12.7400,-77.9100,1.5400,6.1508
29406,92.948558,7.612744,1.6600,0.4100,-4.9500,0.2670,8.8680
12685,40.744246,58.197823,22.1100,-22.1700,4.2500,0.6180,8.0747
