# Hipparcos bright-star supplement — generated by hipparcos-gaia-match
# Position propagated from Hipparcos epoch (J1991.25) to ref_epoch J2015.50 via Hipparcos PM.
# fitted_g_mag uses G ≈ +0.1835 +0.9882*Hp -0.4359*(B-V) when B-V is present,
# else the fallback G ≈ -0.0444 +0.9770*Hp.
hip,ra,dec,parallax_mas,pmra_mas_yr,pmdec_mas_yr,b_v,fitted_g_mag
113505,344.803511,52.302946,0.3400,-1.3800,-8.7200,-0.0350,7.0967
60845,187.071032,-61.766393,20.5900,75.2800,-158.8900,0.6700,6.6313
87513,268.198474,-3.563853,2.1500,5.8200,6.4200,1.3500,7.0366
99380,302.566254,-47.331827,9.2100,2.3800,6.8300,0.5520,8.6296
106184,322.607715,44.875017,8.1500,7.5300,5.6200,0.3300,6.7301
71399,219.006228,-41.343503,6.7800,-17.6100,-49.1900,0.3760,8.7854
48297,147.704071,-65.446533,2.0400,-6.8300,6.8700,0.0090,8.1152
72602,222.671072,-55.420945,2.4500,-9.3800,-3.1400,1.1660,8.1544
26873,85.583421,-27.707493,8.2900,-5.7600,-14.1300,0.2420,7.8259
58233,179.161964,-45.546759,0.4800,12.7700,1.7700,1.5100,7.9749
87043,266.780630,-59.994495,9.4200,-11.2000,-37.0300,0.3210,6.4771
75206,230.533553,-47.928363,29.2700,-141.4400,-132.5800,0.5150,4.8904
6191,19.856905,56.329150,3.5900,-0.3400,-4.6000,1.4350,7.8988
14029,45.158207,47.885060,2.5600,-9.6700,-5.9700,0.1410,7.8501
45585,139.364398,-74.734439,12.3700,-29.0800,35.1900,-0.0240,5.9851
104592,317.814801,45.674209,1.5800,-2.2800,-4.3400,0.3530,6.6410
31425,98.776247,-49.362799,9.9400,-13.9800,148.3200,0.4690,8.7350
28081,89.044458,-21.122412,9.9600,13.2400,32.2200,0.0960,6.9507
95161,290.407761,10.449845,3.7600,8.6800,-8.8800,0.1950,8.3108
525,1.584673,40.898791,8.6000,82.9100,10.6500,1.0860,6.5587
54311,166.661648,-28.727736,5.0600,-45.1400,-32.1700,0.0350,6.8488
106041,322.182355,32.946688,3.5900,3.0400,-5.3600,0.0320,8.6882
77856,238.471771,-56.276151,7.3600,-26.6900,-38.5200,1.1250,7.7573
36205,111.844836,8.753924,5.0900,8.7300,6.1900,0.1770,8.5361
97333,296.736852,-2.270331,0.8000,0.8000,3.3000,1.4790,7.9488
97142,296.159073,34.414178,3.9300,3.6400,3.3500,1.5210,5.8355
101055,307.286531,12.681069,3.7200,5.8400,4.3100,0.0140,7.0358
32627,102.092897,5.541672,1.6500,-0.9900,-2.0000,1.7410,7.0638
76799,235.214026,-44.623066,11.5500,-33.6500,-49.8400,0.1830,6.9029
78504,240.401241,-27.278879,3.2900,-29.5400,-8.3400,1.5140,8.2103
54476,167.180155,-55.354327,0.0700,-13.8600,5.4500,1.6060,7.1918
98648,300.554811,-45.940022,1.6500,-3.2900,-2.2700,1.5640,7.3386
87924,269.420469,-39.101904,6.2900,-5.7800,-23.2200,0.0070,6.7523
94630,288.853758,30.526269,2.3700,35.1800,-26.2300,1.6650,5.2687
74668,228.879420,-63.317615,7.4600,-44.8400,-40.2900,0.3990,8.0836
65681,202.006131,-61.062522,2.6400,-11.8400,-3.2800,0.0220,7.3980
73749,226.124222,-57.698477,2.2700,-8.8000,-8.2500,0.0170,7.4595
75768,232.179962,-18.723560,11.3200,10.2600,-37.5100,1.2000,7.7246
13512,43.504127,47.160842,2.4800,8.7200,-12.0400,0.0460,6.8638
31382,98.690836,-20.557429,6.0100,-12.5400,3.2300,0.1030,7.0761
99987,304.251979,56.904353,7.0900,-36.5700,-54.8400,0.9970,7.7241
103428,314.319109,48.295775,1.5200,2.6200,0.3600,0.2860,8.2218
78076,239.122464,-71.956665,-0.1300,-7.7300,-1.8800,1.4920,8.2100
97765,298.006641,24.992145,1.8300,-0.1500,-3.9300,0.6800,5.3620
57066,175.478263,-44.103438,11.7100,-64.2600,7.8100,0.3950,7.8086
23359,75.343466,42.006041,1.4700,2.9500,-3.6600,1.3640,7.3566
25052,80.457135,51.485254,19.8200,238.6700,-230.5500,0.6990,7.5476
64700,198.906863,-55.385852,2.7300,-6.2100,-0.5500,0.8410,8.1577
83915,257.253150,-50.564707,5.2700,-5.9200,-18.8600,1.0940,7.9388
96744,294.994622,21.567996,4.7300,5.5200,-9.5000,0.1470,8.3515
24958,80.180235,15.636892,4.9800,6.8400,-6.4400,0.3060,8.1933
77683,237.887971,-30.703191,1.9300,8.3900,-9.3900,0.8930,7.8781
105555,320.674304,47.616201,3.1600,16.3400,-1.2100,0.1700,8.5589
27266,86.690564,20.173509,10.0500,-33.0000,-11.6400,0.3770,7.5397
39353,120.656192,-36.401192,6.3100,-18.6000,8.4200,0.2570,6.5840
99233,302.158352,-46.301755,8.8000,55.5900,-86.5700,0.4380,8.1259
56071,172.390865,-53.625480,3.8800,-23.9600,2.7800,0.0680,8.0796
90702,277.583190,31.597676,2.5000,-6.3500,1.8000,1.2520,7.8600
46898,143.360122,-39.365299,6.1700,-40.8300,29.0500,0.6880,8.2936
74177,227.346544,-57.067310,8.5700,-27.0700,-28.1500,1.1680,7.5804
93762,286.413405,27.285224,6.3000,26.3600,1.4300,0.3670,7.9295
101320,308.042603,15.882570,0.9700,-5.1200,-14.2100,1.0610,7.3108
97172,296.260777,15.841719,-1.7200,2.6900,4.5300,0.4160,8.7086
38983,119.660247,-27.577616,3.1000,5.8300,-19.4400,1.5870,6.3898
40031,122.650528,-64.046528,4.3000,-18.9200,41.8300,0.3770,8.8343
39634,121.495037,-19.892448,4.9000,-15.7000,15.2300,0.0150,7.0650
84337,258.628041,-34.807515,0.6100,0.8200,-1.8100,2.1700,7.5785
67137,206.390500,-56.737595,7.7900,-58.7200,-25.6600,0.4320,8.4052
15040,48.459888,49.568769,5.8300,24.7600,-25.1700,0.0320,7.2454
29214,92.408503,-34.180207,2.4500,-5.3000,-0.7600,0.1390,8.4637
47019,143.735086,-75.669515,4.1000,-25.8500,42.9100,1.0530,7.5317
13741,44.230664,48.703993,10.5200,66.0100,-2.4700,0.4280,7.5966
97867,298.316576,28.099638,6.2600,18.6300,5.9100,1.0730,6.6138
95473,291.301332,53.768837,1.3600,1.1800,-2.1900,0.0200,8.5551
55679,171.129137,-34.286253,8.0300,-28.0900,-12.2800,0.0620,7.6869
7588,24.429228,-57.236930,22.6800,88.0200,-40.0800,-0.1580,0.6971
85548,262.250824,-24.336518,17.2500,-3.1700,-13.4900,0.5970,8.2147
38240,117.509945,-61.222467,2.9200,-14.8800,25.1900,1.1380,7.6429
65046,199.991025,-41.190610,18.2500,-328.2300,12.6700,0.5190,6.6082
73361,224.880794,-50.053498,3.1500,3.7900,-14.7100,1.3030,8.4802
35000,108.618984,46.098439,3.6100,14.1500,-17.7600,1.0190,8.6138
37325,114.937401,-40.276049,2.0800,-7.6600,5.0900,0.1150,8.5532
110968,337.242991,50.963125,0.6700,-2.3100,-2.6200,0.7410,7.6282
22578,72.880252,28.526853,0.7800,-3.1100,-11.0300,2.3000,6.7510
81345,249.198948,-64.807467,7.6900,3.7200,11.1200,0.3250,7.8984
24495,78.833738,61.947405,2.3400,-1.3800,-0.9200,0.1690,8.7768
37060,114.240859,-40.192101,4.4400,-3.7800,-8.2700,1.2200,6.6387
82823,253.887952,-72.833491,9.5700,-42.3100,-163.2100,0.5270,8.2254
44009,134.424150,-63.704065,7.0200,-10.2600,-18.0500,0.2930,8.6535
32781,102.524415,6.256309,0.7500,-0.7200,-1.0300,-0.0770,7.5597
87891,269.304654,-70.164385,3.6200,-1.6100,-17.0900,0.0820,8.6862
94766,289.242156,-1.947063,3.8600,-6.5300,2.2000,1.4680,7.8351
116149,352.997014,54.920784,-0.0900,-2.9500,-6.8500,0.0890,8.9994
103821,315.586111,28.244716,0.8200,10.9800,-4.2500,1.5190,8.0994
32518,101.794680,26.561285,7.2700,-20.3400,4.4500,0.4170,8.5698
91360,279.494513,-6.807189,26.9700,-129.6800,-397.6100,0.8330,8.0624
93338,285.159221,-48.284481,5.9700,-11.5500,-18.6800,1.0350,6.7687
31570,99.114688,-50.322140,6.3600,32.9800,143.8800,0.9230,6.9163
72756,223.100422,-46.759963,2.5500,16.1100,-3.8500,1.6690,6.2255
31247,98.305167,-45.378594,6.1000,-10.5800,-5.8200,0.1270,8.0934
31370,98.665727,1.727677,2.4900,1.0500,-2.6400,-0.0160,7.9581
108373,329.323705,32.675691,0.4200,-4.9700,3.5100,0.2240,8.7133
91488,279.876210,-32.994860,4.6900,-10.3900,-17.6300,0.1220,7.8979
97706,297.853627,40.735466,13.1300,51.4500,23.7600,0.5990,8.0656
32244,100.973585,-27.591375,2.5500,2.1300,9.6500,0.0430,7.5371
101300,307.992756,25.804891,12.3300,41.3100,-20.0300,0.2810,6.3562
6709,21.570740,42.311159,9.6000,71.1300,-18.6100,0.2610,7.2148
9042,29.132039,70.203784,1.5200,-0.5200,-1.1700,2.2390,6.3625
35734,110.571369,-38.881581,11.8100,29.9900,-129.5900,0.5860,8.3776
74075,227.061639,-59.955379,18.5500,-193.5000,-177.7200,0.6530,8.5757
97508,297.280779,-61.815434,17.2100,40.7800,-97.7100,0.5120,7.1548
48326,147.763474,-64.251490,3.6900,-28.2000,10.4900,1.0540,7.5708
39502,121.114997,-1.595130,6.2600,-42.2600,0.3700,0.2760,8.0285
73324,224.757465,-48.234810,4.4800,0.2400,-11.4100,0.2040,7.5460
26158,83.647696,-34.477029,2.5300,3.3700,15.7200,0.9050,8.4066
52506,161.039739,-51.923708,4.3200,-41.6600,3.0100,1.2190,6.4414
112812,342.694114,52.062172,31.9500,143.9000,170.5600,0.5900,7.0615
109543,332.840134,39.711407,3.3000,-14.1000,-35.4000,1.5970,6.6621
72402,222.052946,-56.008830,2.8100,-23.0200,-21.1800,0.1260,7.9357
96288,293.671929,42.412374,6.3700,2.5600,-31.2800,0.0600,5.4346
88004,269.646825,-42.486141,-1.5600,3.1100,-0.4600,-0.0020,8.4955
23747,76.564930,49.974250,13.2600,25.2200,-88.6700,0.4810,7.4944
100672,306.174013,1.368477,3.7700,5.6600,-20.1000,1.6050,5.8186
97833,298.209483,28.992643,2.8300,7.4700,7.6700,-0.0920,7.4971
62136,191.021552,-54.035198,3.8800,41.5100,-4.9900,1.2080,7.7804
74883,229.557119,-60.364671,1.7500,-4.3000,-5.0800,0.1060,8.9228
89565,274.139481,8.360957,7.8100,1.6700,-16.7300,0.3410,7.6543
93464,285.525213,-16.855470,5.1600,19.3300,-0.9800,1.0010,7.6828
104825,318.548134,26.260368,2.4200,7.7400,-3.0200,0.3660,7.9201
74660,228.850250,-59.074830,-0.8400,-10.6800,-4.9600,1.0080,7.7588
87758,268.895059,-71.993386,1.1600,-5.1900,-5.3700,-0.0100,8.9734
96817,295.195047,46.385253,5.4600,20.7600,-49.2300,0.9380,7.3150
27108,86.230586,55.715333,-0.1100,-2.7200,-2.4400,0.1200,8.8969
99314,302.389519,-20.593966,13.6000,20.2700,-74.9400,0.3800,7.3803
31989,100.267830,53.398522,5.6100,-4.0700,9.0100,0.5280,7.3652
23100,74.554482,40.056424,21.0400,59.8600,-102.5900,0.4960,7.0926
51131,156.684950,-64.351647,7.0100,-15.3800,12.3500,0.0070,7.5132
55436,170.285880,-35.523820,7.7700,-82.2300,25.8800,0.2760,7.3762
87482,268.112449,-29.553875,7.9800,4.6400,-21.8200,0.2810,8.2239
90848,277.992189,-46.303183,24.2300,-103.9600,-142.2100,0.8850,8.6623
57909,178.166662,-61.994995,7.0700,50.3100,-89.0900,0.5250,8.6611
98468,300.081792,13.100859,5.3300,-4.4000,2.2700,0.3970,7.4124
44528,136.091606,-59.156890,1.3400,-7.3000,3.3500,-0.0630,8.9668
105205,319.664680,24.659388,2.7900,-2.6400,-16.2900,0.9700,6.2930
35866,110.918225,-30.449082,9.3500,-19.7100,26.0200,0.1130,7.0816
46333,141.695936,-59.578723,6.1400,-10.9500,12.3300,-0.0800,6.6617
113187,343.807502,46.372254,1.9100,1.3400,-2.9200,0.0920,8.3459
76073,233.057951,-45.067545,4.0200,6.1100,-2.3400,-0.0180,6.9312
28552,90.411485,-49.085047,3.0300,-2.3100,7.0400,1.1170,7.8892
90953,278.310036,-24.109570,3.0900,0.9900,-7.5700,0.0180,6.9056
47567,145.484872,-15.438022,4.3500,-25.2400,-4.8900,1.1120,7.9606
49494,151.567335,-50.882532,2.6500,-8.1000,6.1700,1.1890,7.9665
81305,249.093985,-42.858874,1.0700,-4.3400,-3.0400,0.3380,5.4320
35453,109.791275,-25.565873,1.4400,-2.6500,3.6500,-0.1740,7.6415
76244,233.610619,-59.801050,5.8800,-20.5900,-27.9800,0.1920,8.1441
78357,239.978110,-46.299253,5.7400,-19.5500,-32.0800,0.1640,7.7314
15369,49.540710,45.241204,4.4300,2.8600,-11.4900,0.1020,8.6380
38131,117.206239,-56.007900,13.3200,-134.4900,27.1600,0.6300,8.7636
93234,284.861577,-18.566513,3.9300,-0.6200,-18.6200,0.9620,6.0593
88058,269.769913,-5.048612,9.9700,39.2800,-40.0600,0.5820,7.2429
42420,129.752278,-29.342180,3.0400,-6.0900,7.7500,1.1400,7.8891
93437,285.451541,33.621253,2.9400,0.4000,-1.0000,-0.1170,6.5494
30337,95.716431,-45.920318,1.0400,-2.4500,21.0400,1.2500,7.9894
38058,117.002529,-44.544791,2.6800,-10.4300,5.6500,0.1520,8.5371
2667,8.453651,58.215314,0.7900,-5.4900,-6.4500,1.6900,8.0545
29569,93.438909,51.172195,8.0800,-2.0700,-63.6300,1.0510,5.7241
108833,330.711447,39.427381,3.9700,9.4300,-3.5200,0.1260,8.4595
79364,242.962935,-25.883833,8.7500,-129.5100,-60.0200,1.0240,7.3763
78412,240.108201,-51.965064,6.0200,-50.5500,-26.6600,0.4400,8.7970
6377,20.494269,-69.718754,12.3800,-6.0200,3.7500,0.4240,7.1734
50416,154.409811,-59.354912,5.1200,-8.8200,-4.3500,0.4070,8.2975
32075,100.523157,-38.003636,15.1600,14.1800,24.2700,0.5960,8.1756
110937,337.162681,58.845753,1.4200,-1.7400,-5.6000,0.3480,8.2244
16213,52.225349,69.282985,14.5200,-9.4200,37.0100,0.5050,7.2270
5404,17.293141,40.406792,2.8500,-7.7800,-6.3600,1.4200,8.2513
4783,15.354699,35.578542,5.9300,21.9900,-26.8900,0.5160,8.7046
51812,158.784898,-70.613684,2.6700,-14.6300,4.2600,0.0370,8.2710
54774,168.203867,-67.099795,3.5200,-17.6400,1.2300,0.0740,7.8200
55380,170.105579,-37.561936,3.1500,-33.5700,9.4500,0.1880,8.1162
88862,272.140540,14.284714,6.1300,-5.8100,-0.4800,0.1810,6.3701
98298,299.590295,35.201571,0.5800,-3.8200,-7.6200,0.7300,8.6014
72655,222.840381,-59.503595,4.3400,-0.5300,-14.4200,1.8430,6.5549
37351,115.002366,9.094522,3.5600,3.9200,-1.9300,0.0230,8.2475
36409,112.376036,-36.684625,2.6400,-24.3600,12.2300,1.4360,6.9793
52709,161.654764,-43.192910,13.3300,0.9100,-55.0800,0.2020,6.3115
74599,228.629584,-52.635802,1.6700,-3.5300,3.8900,1.0590,8.4284
98929,301.306642,25.465099,4.0500,-14.7900,-9.8900,1.2820,7.6789
79660,243.849522,-51.016875,4.0200,-3.9100,-3.0900,1.4040,7.9717
55886,171.816842,-75.933949,4.1100,-20.8300,1.3600,0.2340,8.4816
114501,347.848530,50.771411,6.4500,52.9800,12.6100,0.4560,6.7147
50805,155.590881,-29.555661,23.4200,-26.7700,55.4100,0.5450,7.3578
103731,315.289391,52.136961,3.8500,-29.1100,-2.0600,1.0960,7.3845
88027,269.697840,-54.579937,4.2000,-36.5000,-13.4800,1.3120,7.9623
4535,14.513318,43.858743,4.0200,11.4600,-14.9600,0.1910,8.7079
37889,116.481242,-35.354240,1.3200,-5.1100,3.7500,-0.1080,8.3836
39763,121.908587,-37.435632,2.5700,-14.3100,1.3500,1.2520,7.3857
45435,138.892781,-72.187851,7.7000,-4.1800,40.4100,0.4130,8.7198
91816,280.810410,19.466495,8.0300,8.0000,6.1200,0.0120,7.3727
92569,282.951740,3.030420,35.3500,-5.0500,-139.8200,0.7010,7.2997
86419,264.873570,-39.344261,26.3800,88.0300,-3.9700,0.6320,7.2310
28587,90.519957,-70.675174,0.7900,-0.4900,18.2300,1.6470,7.8460
71668,219.881880,-68.203411,1.0900,-4.8700,-5.6300,-0.0300,6.8475
89463,273.863774,-34.594577,3.1600,-7.1400,-11.1000,-0.0490,7.0435
30492,96.140859,11.256488,3.9200,4.8000,-2.8300,1.0820,6.4814
55207,169.576393,-62.974582,1.3500,-4.1300,-0.9100,0.2020,8.8414
86076,263.871350,-55.763099,2.3500,0.0600,-4.3800,0.0730,8.7593
97484,297.209049,-12.319514,1.9900,-0.4800,-21.5300,1.6760,5.8470
54981,168.869737,47.479473,4.9400,24.5800,-5.3200,0.2400,7.5303
16060,51.721103,66.210822,4.6400,24.7600,-36.4300,1.2380,6.7395
30095,95.001782,-30.454574,9.7800,-11.6500,-13.3400,0.4900,8.8543
78904,241.607214,-24.936516,3.3300,-15.4100,-10.8300,1.2060,7.9690
42312,129.410910,-42.989040,2.2700,-10.3800,9.4700,0.1090,4.1977
54031,165.819266,-27.517963,4.9100,-56.5300,3.4000,0.2370,7.4921
34542,107.346928,-15.026443,-0.2900,0.0400,0.9800,1.9040,7.9118
92506,282.781294,38.976277,1.3700,-4.1900,-21.9900,1.4940,8.2190
34779,108.004572,22.278850,5.7800,40.1500,-37.7100,0.5030,7.2476
56556,173.937247,-61.578056,1.4000,-6.7200,1.1500,2.2150,6.4718
73099,224.095708,-45.156285,5.6800,33.7100,-12.4800,0.5680,8.1977
47100,143.981987,-29.410467,2.8000,-10.8100,7.1400,1.2810,8.4206
84733,259.817961,-52.918320,2.4700,0.8800,-7.3600,1.7090,7.7597
38592,118.538946,-45.294189,1.0300,-1.3900,4.4900,-0.0390,8.3338
39192,120.239201,-32.361704,1.5900,-3.6800,4.3400,1.2200,7.9431
74624,228.713292,-68.088813,4.6300,-15.5400,0.8400,0.9870,7.8866
93222,284.839332,41.636871,1.2100,-3.6600,-12.3100,1.5670,7.1990
48776,149.225028,-27.475052,6.4900,-73.0300,23.8200,0.1730,6.3538
2036,6.463471,71.807133,1.0700,-1.3900,1.4800,-0.0230,7.0223
41222,126.165965,-32.924041,1.9800,-18.7600,-0.7300,1.4520,7.4467
32167,100.751943,24.136234,3.5900,-6.3900,-14.2900,0.2560,8.8970
37066,114.255133,14.888902,3.3200,3.2800,-28.7000,0.1270,8.7654
81804,250.624091,-44.109794,2.6700,1.0800,-6.6100,1.4600,7.6804
33196,103.635881,50.044762,5.1600,-5.5000,-27.8900,0.0510,7.4249
49391,151.248864,-46.936942,7.0500,24.4100,5.2400,0.9100,7.5545
87246,267.398332,-20.006798,6.2500,-10.5700,-17.6500,0.1960,7.5989
32067,100.496799,6.345435,-0.0800,0.8100,2.3500,-0.0840,6.5054
48571,148.595865,-46.636801,4.7400,-25.2300,12.2800,0.9850,6.3260
109071,331.429794,41.352303,1.3300,-2.2300,-5.7700,-0.0260,7.7945
117282,356.719527,54.861229,2.3500,5.4400,-3.2800,0.1370,7.4763
29394,92.920139,-12.598514,10.7500,-7.8500,32.7300,0.3500,7.8678
103641,314.981631,40.259726,25.6000,232.3200,210.0000,0.5840,6.4316
89248,273.181099,53.557506,5.6100,-1.1400,-21.2200,0.5670,8.4946
32094,100.571437,7.397789,0.6000,4.9500,-8.1600,1.6300,6.2524
56134,172.601230,-63.817219,0.0200,-5.7600,1.5500,0.1030,8.1138
34551,107.374070,1.920118,0.2700,-1.1600,1.7000,-0.0640,7.7320
98955,301.365400,31.971692,5.2200,5.6200,-1.3000,0.1680,8.5203
90267,276.275769,-14.649366,1.6000,1.7700,-1.1500,1.1900,7.8080
30677,96.697486,-37.232470,4.8000,-14.9100,12.6500,0.1160,8.0883
73522,225.409856,-56.260200,1.5800,-3.4600,-4.1700,-0.0860,7.0300
25370,81.410286,38.044679,-1.5400,-14.1300,-12.1100,0.0810,7.4909
31476,98.891671,-3.983553,12.6100,27.0500,-145.4800,0.5360,7.8163
103775,315.431198,29.630106,2.1600,0.7100,-5.0500,-0.1100,8.1177
61260,188.317727,-50.650387,14.1800,81.9600,35.5800,0.5380,7.1632
34370,106.865737,-52.204329,3.9600,-20.8200,51.3100,1.3890,6.1005
94397,288.189893,-24.487322,6.1100,30.3600,-15.4300,0.0480,7.6436
4584,14.679589,47.036551,3.7400,1.0500,-8.2000,-0.1000,6.9867
37649,115.890264,-45.863884,2.1400,-10.0500,19.8000,1.7200,6.5789
31366,98.652397,21.642220,0.0100,-4.8800,-2.4000,1.4250,7.8044
28345,89.843787,13.735296,-1.4000,1.7800,-5.1300,0.0200,8.1697
91096,278.731250,-46.691207,3.0800,28.9700,-2.0000,0.9640,8.2326
45335,138.589432,-32.557110,6.7500,7.9700,-38.9700,1.4000,6.1056
89433,273.790453,8.789987,2.4500,0.2400,0.0500,0.2320,8.6702
91614,280.257013,27.406783,17.6500,9.8500,-87.2200,0.7060,8.7502
39007,119.743797,-40.900676,11.2600,-39.8400,53.7700,0.6790,8.2877
77603,237.642748,-44.565239,9.3700,0.0700,-31.5200,0.6830,7.7918
19943,64.162498,40.026259,4.8500,-2.9800,-21.6400,1.1270,7.3907
50205,153.741775,-49.904936,1.7600,-24.3500,17.7500,1.0350,8.3400
43388,132.578731,-44.721006,6.8800,-21.7100,19.7600,0.9800,7.1682
96071,293.002815,7.487712,6.5300,-3.2600,-30.3200,1.4210,6.2842
88567,271.255125,-29.580107,1.5700,4.0300,-4.6100,0.7740,4.4514
44043,134.538391,-57.336174,1.0700,-8.1700,8.7600,0.0300,8.6002
100307,305.162810,35.252273,2.0700,1.7200,-2.0800,-0.0700,8.1002
90639,277.407884,-33.934049,5.8400,-4.5400,-17.1800,-0.0380,7.1573
73769,226.188501,-62.775241,4.9400,-12.6300,-4.0700,0.9980,8.0992
89184,273.017835,-60.032282,5.0900,16.4200,29.1600,0.3760,8.6865
13181,42.396400,47.142445,5.9600,24.8900,-16.0600,0.2540,7.6526
53451,164.013877,-41.200136,-0.4800,-6.3300,1.1200,1.5690,7.3661
95622,291.740177,-0.912599,15.0700,-83.7300,-152.5600,0.7720,7.7431
58453,179.795154,-51.696783,3.8400,-15.4600,-5.2100,1.2770,5.5959
33749,105.158124,-35.837817,2.4000,-8.7800,8.4600,0.0000,7.9314
39399,120.813118,-27.271062,2.3000,-12.3800,1.6900,1.0060,7.7399
43900,134.142958,-60.323430,3.0600,-15.7900,3.6900,1.0450,8.3950
46676,142.737475,-15.738647,7.3000,-47.7100,24.7900,0.7000,8.2587
53244,163.355235,-44.411290,17.1900,-260.0300,9.2600,0.5380,7.9439
53264,163.400108,-39.123819,2.4500,38.2200,-42.4200,1.5140,6.9453
57851,177.963085,-65.205939,9.6400,-34.3700,-6.5500,-0.1230,5.0696
93515,285.677853,-36.096509,3.2900,9.9100,-6.5200,0.0820,7.6090
100924,306.930726,14.456002,1.7600,7.7200,4.1500,-0.0420,7.8410
98185,299.294719,29.925564,19.7500,93.9000,-203.4500,0.6030,8.4690
49608,151.882374,-62.653547,1.1900,-5.9800,4.7900,-0.0530,8.4288
97871,298.328159,-3.114405,11.7900,21.6400,13.6200,0.2310,5.6467
104653,317.987211,30.619250,6.1800,56.3800,25.1800,0.9510,6.2321
107683,327.195656,22.427779,9.9400,-18.1100,-36.3200,0.2070,7.1691
110684,336.356699,47.103437,2.8200,2.4200,-6.8700,-0.0200,8.5034
117469,357.288123,68.668661,2.3200,5.7000,21.5600,2.0150,7.4978
101292,307.970245,-40.902198,20.9900,88.3500,-120.0500,0.7090,7.3852
87836,269.174489,-28.065472,19.8700,31.8600,-18.1700,0.2070,5.7856
64491,198.283117,-70.151709,2.0400,-11.3700,-7.2500,0.0640,8.9312
41969,128.328962,-63.844360,3.8200,6.0900,21.5100,1.1470,7.3128
43769,133.739248,-19.288588,3.5400,-3.2000,-7.8500,1.5000,8.3053
94653,288.908617,29.121578,11.3300,-4.9400,-88.7300,0.6730,7.7072
87699,268.700119,-42.923903,3.4800,15.1500,-19.1900,0.2440,8.2500
39530,121.178830,-62.836298,2.6100,-5.6000,11.3700,-0.0930,6.4006
51350,157.333292,-30.539822,6.3900,31.9100,-3.9800,0.4520,8.4657
69264,212.693133,-68.059732,9.4800,-151.9700,-111.8300,0.8500,8.4799
77481,237.312024,-41.791400,2.2900,-1.4500,-15.0900,-0.0100,7.5009
20840,66.992473,67.149306,3.8600,-15.3300,-6.2700,,8.4456
83410,255.724312,-38.460166,5.3200,6.5500,14.0800,0.1400,7.4454
42702,130.541298,-52.967583,6.4700,-25.9000,23.1700,0.0150,7.4702
109303,332.169751,45.742461,23.7900,-52.4800,47.8800,0.7630,5.8891
52636,161.460521,-40.973346,5.9300,-24.0100,6.9000,1.0330,6.4929
102479,311.502523,2.740420,2.2100,14.4000,7.1900,0.3510,8.6876
106753,324.366925,20.367900,2.0500,9.7600,-1.9700,1.0480,7.5438
68675,210.875926,-43.170180,3.7700,-28.4100,-0.1000,1.1330,7.8229
39814,122.033144,-36.418263,11.1300,-51.1900,33.8300,0.2540,7.7317
53168,163.151719,-43.584567,1.1600,-29.4500,9.2200,0.9980,8.3561
5944,19.121226,42.939288,42.3000,-112.4500,-30.4900,0.5940,6.4372
108024,328.267896,41.603229,7.4600,22.6800,-21.2100,0.1560,7.5274
107049,325.206365,55.356163,2.0900,7.0100,-8.7000,1.0250,7.5637
65223,200.496927,-49.912699,0.9300,-8.2500,-1.1000,-0.0530,7.8655
75694,231.951303,-25.169514,-1.3600,-1.8400,-8.1100,1.1930,7.0655
28861,91.391228,33.599011,3.4800,-3.6800,-9.0900,-0.0790,6.3747
103057,313.199577,31.726725,3.8700,4.1300,7.2400,0.9870,7.6889
57291,176.209734,-58.704010,23.8100,-63.0500,-69.8700,0.7210,7.2515
93301,285.062298,29.126366,2.1600,0.2800,0.9500,-0.0130,8.8363
107642,327.045293,24.464083,2.3100,-22.3700,-21.6100,1.4700,6.5989
30436,95.983001,-25.577806,4.6800,3.5700,-40.9200,1.5610,5.0472
32954,102.961046,43.668527,5.4500,1.2300,-33.7600,0.3980,8.2619
50249,153.909589,-70.263165,6.0900,-4.0900,12.1700,0.2840,8.0645
84572,259.330479,-32.066350,16.1200,97.0700,-108.6600,0.6440,7.9471
5874,18.857715,38.486486,3.7600,39.4800,-9.5800,0.8970,7.9258
27775,88.162646,34.268406,9.2300,-0.4100,-66.5300,0.4060,7.3789
62486,192.075376,-48.666483,0.0400,-29.8100,2.7600,1.6120,7.9502
79399,243.066719,-28.417481,10.9400,-22.9900,-40.9000,0.0120,5.7816
43825,133.881946,-27.682306,14.4000,83.0000,-100.9200,0.1420,4.9344
77298,236.717779,-47.647918,0.7200,-19.9300,-4.2800,1.6370,7.5934
98821,301.027479,37.182118,2.6100,3.1800,1.8800,-0.0180,8.2554
92255,282.011882,6.658276,3.1300,-14.4600,-22.0800,1.1020,7.7080
39642,121.513988,-64.376765,5.0400,-22.7700,25.9600,0.4500,7.4783
38835,119.214610,-22.880066,6.4900,-29.6100,12.2800,0.7180,4.0212
20133,64.753746,41.541170,2.3900,2.1700,2.1700,1.3330,7.6666
47452,145.076397,-14.332375,6.3300,-26.3200,-19.2500,-0.1490,5.2589
57427,176.596347,-55.660760,1.6700,-23.2500,3.5800,-0.0130,8.6584
56887,174.936260,-44.641857,4.3400,-5.4600,-14.6800,0.1510,8.6561
97251,296.480106,-22.072214,1.5500,-0.1400,1.5600,1.5680,8.3251
77875,238.542941,16.991080,8.8200,12.8100,-3.3400,0.4170,8.0560
116618,354.497797,52.821926,0.4000,-3.7800,-3.1800,1.6120,7.3671
